# index, name, nodeLabel, _pos
2141,CG14071,CG14071,"array([0.24294026, 0.83871262])"
2142,CG8310,CG8310,"array([-0.08763467,  1.1076923 ])"
2143,CG13843,CG13843,"array([0.13731131, 0.70272704])"
2144,CG1622,CG1622,"array([-0.04854303,  0.45687615])"
2145,4EHP,4EHP,"array([0.39987005, 0.59096555])"
2146,CG9624,CG9624,"array([0.31225127, 0.6743276 ])"
2147,mats,mats,"array([-0.41212939,  0.87784095])"
2148,trc,trc,"array([-0.8115571 ,  0.89379285])"
2149,CG13857,CG13857,"array([-5.35376693e-04,  6.25849233e-01])"
2150,CG13862,CG13862,"array([1.07072323, 0.97351362])"
2151,Sox100B,Sox100B,"array([0.78663046, 0.96186362])"
2152,CG15556,CG15556,"array([-0.14535029,  1.31837527])"
2153,CG18766,CG18766,"array([0.2426483 , 0.59118426])"
2154,CG42553,CG42553,"array([0.34705504, 0.22467429])"
2155,mRpS30,mRpS30,"array([0.24939242, 0.61848093])"
2156,CG13887,CG13887,"array([0.48128736, 0.8295648 ])"
2157,Zfrp8,Zfrp8,"array([0.36232796, 0.55125043])"
2158,spel1,spel1,"array([-0.21226273,  1.04631647])"
2159,Lcp65Ac,Lcp65Ac,"array([-0.62726642,  0.69306216])"
2160,tor,tor,"array([0.15057575, 1.00114762])"
2161,CG4289,CG4289,"array([0.01301495, 0.72102813])"
2162,CG13890,CG13890,"array([0.18401631, 0.30424278])"
2163,nerfin-1,nerfin-1,"array([-0.03454131,  1.16463778])"
2164,sd,sd,"array([0.14339337, 1.22370959])"
2165,sm,sm,"array([-0.15802488,  1.01929691])"
2166,Oda,Oda,"array([0.08903926, 0.84418554])"
2167,Pros45,Pros45,"array([0.37773449, 0.84490122])"
2168,EloA,EloA,"array([0.18771621, 0.63115603])"
2169,mRpL46,mRpL46,"array([-0.59297244,  0.64610899])"
2170,mRpL40,mRpL40,"array([-0.2724076 ,  0.73246661])"
2171,Cpr62Bb,Cpr62Bb,"array([-0.21058063,  0.41802359])"
2172,CG13936,CG13936,"array([0.00302342, 0.23849378])"
2173,Lmpt,Lmpt,"array([0.12500239, 0.82800724])"
2174,CG13950,CG13950,"array([-0.72871916,  0.56448423])"
2175,CG15881,CG15881,"array([-0.39476245,  0.67081767])"
2176,CG17294,CG17294,"array([-0.93141134,  0.49858372])"
2177,CG15443,CG15443,"array([0.46450299, 0.81636281])"
2178,CG13955,CG13955,"array([-0.5346866 ,  1.30430056])"
2179,nmdyn-D7,nmdyn-D7,"array([-0.2714724 ,  1.14140541])"
2180,CG13958,CG13958,"array([-0.34696389,  1.14506771])"
2181,CG13962,CG13962,"array([0.55054181, 0.5300713 ])"
2182,CG4386,CG4386,"array([0.81532935, 0.34059574])"
2183,sick,sick,"array([0.34004274, 0.66860628])"
2184,CG13965,CG13965,"array([0.2588859 , 0.44586703])"
2185,hdc,hdc,"array([-0.29146362,  0.8272666 ])"
2186,CG13972,CG13972,"array([0.86242773, 1.0437295 ])"
2187,CG13991,CG13991,"array([0.13032197, 0.46802913])"
2188,CG15710,CG15710,"array([0.1759078 , 0.49078412])"
2189,CG13992,CG13992,"array([0.03750326, 0.41980355])"
2190,CG7548,CG7548,"array([0.07519147, 0.63138752])"
2191,CG13993,CG13993,"array([-0.03582727,  0.6277891 ])"
2192,dor,dor,"array([-0.10362508,  1.01627775])"
2193,CG8854,CG8854,"array([0.08147294, 0.75127462])"
2194,ras,ras,"array([0.32278173, 1.11024173])"
2195,CG6904,CG6904,"array([0.23395217, 0.88935116])"
2196,Vm26Ac,Vm26Ac,"array([0.0564814 , 1.29840254])"
2197,didum,didum,"array([0.25077137, 0.88602883])"
2198,CG13999,CG13999,"array([1.09251868, 0.59068225])"
2199,cul-5,cul-5,"array([0.1208691 , 1.44138354])"
2200,CG7427,CG7427,"array([0.04749731, 1.12085989])"
2201,tomb,tomb,"array([-0.1262694 ,  1.00716672])"
2202,CG14024,CG14024,"array([0.11401102, 0.26996494])"
2203,Bsg25D,Bsg25D,"array([0.21068023, 0.70911511])"
2204,CG9795,CG9795,"array([0.09565781, 0.47065452])"
2205,cype,cype,"array([0.04351857, 1.02455186])"
2206,yellow-g,yellow-g,"array([0.09449198, 0.61101867])"
2207,Bub1,Bub1,"array([0.03771291, 0.74454178])"
2208,Bub3,Bub3,"array([0.18371096, 0.93154793])"
2209,qtc,qtc,"array([-0.14235745,  0.70069041])"
2210,CG8997,CG8997,"array([-0.07574482,  0.70428984])"
2211,ran,ran,"array([0.27766704, 0.95001201])"
2212,PyK,PyK,"array([0.28073874, 1.00910779])"
2213,CG14043,CG14043,"array([0.71039413, 0.66822394])"
2214,ncd,ncd,"array([0.31290542, 0.78167383])"
2215,noi,noi,"array([0.24822767, 0.77830062])"
2216,CG3560,CG3560,"array([-0.10177505,  0.50489459])"
2217,CG8746,CG8746,"array([0.28926851, 0.38895026])"
2218,Ilp6,Ilp6,"array([0.4397001 , 1.15914262])"
2219,RpLP1,RpLP1,"array([0.10937236, 0.88770429])"
2220,CG7148,CG7148,"array([-0.1029738 ,  0.94463001])"
2221,CG14054,CG14054,"array([-0.27748197,  0.60512182])"
2222,CG17778,CG17778,"array([0.16467115, 0.53822186])"
2223,CSN3,CSN3,"array([0.1798124 , 0.81222842])"
2224,CG14073,CG14073,"array([-0.25638349,  0.97577726])"
2225,\"l(3)73Ah\",\"l(3)73Ah\","array([-0.24370938,  1.19928209])"
2226,CG4300,CG4300,"array([-0.27736567,  0.7453124 ])"
2227,CG14074,CG14074,"array([0.57729134, 0.17845808])"
2228,CG14075,CG14075,"array([-0.27199935,  1.08969455])"
2229,Nca,Nca,"array([-0.12869262,  1.04916917])"
2230,CG14079,CG14079,"array([0.22093643, 0.69276806])"
2231,CG3124,CG3124,"array([ 0.1972471 , -0.01440673])"
2232,CG14102,CG14102,"array([-3.9896323 ,  2.74405574])"
2233,CG5958,CG5958,"array([-3.97366579,  2.6959456 ])"
2234,CG14104,CG14104,"array([0.05390811, 0.6174902 ])"
2235,CG4858,CG4858,"array([-0.29140321,  0.80114856])"
2236,ERp60,ERp60,"array([0.30963003, 0.88472033])"
2237,CG14110,CG14110,"array([0.31136335, 0.57604712])"
2238,CG14113,CG14113,"array([0.12165878, 0.47630642])"
2239,Hdc,Hdc,"array([0.32842457, 0.23101539])"
2240,RPA2,RPA2,"array([0.07767307, 0.86809586])"
2241,slp1,slp1,"array([0.06381754, 1.03371094])"
2242,Cpr72Ea,Cpr72Ea,"array([0.12929767, 0.81293624])"
2243,CG14120,CG14120,"array([-0.26812111,  1.36416374])"
2244,His3.3A,His3.3A,"array([-0.01676631,  1.093783  ])"
2245,\"l(3)S147910\",\"l(3)S147910\","array([-0.11886572,  0.73869766])"
2246,Smyd4,Smyd4,"array([0.42610894, 0.99433454])"
2247,CG6218,CG6218,"array([0.58040425, 0.75362864])"
2248,CG14126,CG14126,"array([0.06967207, 0.84143395])"
2249,\"Su(H)\",\"Su(H)\","array([0.14619244, 1.06337276])"
2250,CG8079,CG8079,"array([-0.04625117,  0.87478436])"
2251,CG14128,CG14128,"array([-0.1764501 ,  0.51790139])"
2252,CG30428,CG30428,"array([0.10493153, 0.56610386])"
2253,sip1,sip1,"array([0.11723756, 0.75164843])"
2254,CG17570,CG17570,"array([0.41888819, 0.32589745])"
2255,sec8,sec8,"array([0.05196812, 0.56360096])"
2256,dei,dei,"array([0.17932273, 0.73089465])"
2257,CG8736,CG8736,"array([0.2643976 , 0.49248769])"
2258,blos4,blos4,"array([0.19140406, 0.4787075 ])"
2259,CG14154,CG14154,"array([0.37774179, 0.52319999])"
2260,Grasp65,Grasp65,"array([0.15131144, 0.89049437])"
2261,Or67c,Or67c,"array([0.3731492 , 1.48052672])"
2262,pont,pont,"array([0.23225762, 1.11649979])"
2263,CG15283,CG15283,"array([-0.55104503,  0.81909995])"
2264,A16,A16,"array([0.10686033, 0.96414429])"
2265,CG33926,CG33926,"array([-0.39406841,  1.24048597])"
2266,CG14182,CG14182,"array([0.29330042, 0.24395201])"
2267,CG14183,CG14183,"array([0.4665516, 0.7023767])"
2268,CG18081,CG18081,"array([0.32951802, 0.65164076])"
2269,CG7675,CG7675,"array([0.58148049, 0.83950618])"
2270,CG8814,CG8814,"array([0.60979828, 0.57783455])"
2271,CG14191,CG14191,"array([-0.07674996,  0.8487818 ])"
2272,CG14193,CG14193,"array([-0.27329186,  0.62334421])"
2273,CG41099,CG41099,"array([0.07892125, 0.8136513 ])"
2274,CG9902,CG9902,"array([-0.11533902,  0.68916694])"
2275,Slu7,Slu7,"array([0.32348313, 0.52388305])"
2276,CG3294,CG3294,"array([0.1008222 , 0.65885897])"
2277,CG14204,CG14204,"array([0.16651056, 0.91996227])"
2278,RpS10b,RpS10b,"array([0.10185996, 0.80996282])"
2279,CG14708,CG14708,"array([-0.06212565,  0.89836585])"
2280,Cpr12A,Cpr12A,"array([-0.10327077,  0.68918621])"
2281,CG14212,CG14212,"array([-0.48606985,  0.34882421])"
2282,ND42,ND42,"array([-0.22790906,  0.56066999])"
2283,Tao-1,Tao-1,"array([-0.1561058 ,  0.55790368])"
2284,gw,gw,"array([-0.15076075,  0.90332015])"
2285,CG17050,CG17050,"array([0.08240186, 0.77500381])"
2286,CG9463,CG9463,"array([-0.10049357,  0.61400955])"
2287,Amun,Amun,"array([0.17320085, 0.96769007])"
2288,CG31224,CG31224,"array([0.0050776 , 0.77666292])"
2289,CG14223,CG14223,"array([0.86605618, 0.93252023])"
2290,Ubqn,Ubqn,"array([0.19074778, 0.67263008])"
2291,TotC,TotC,"array([0.42225446, 0.35955883])"
2292,dome,dome,"array([0.27571158, 1.10478896])"
2293,CG3355,CG3355,"array([0.29469511, 1.3139855 ])"
2294,CG15267,CG15267,"array([-0.26970238,  1.28902762])"
2295,CG6441,CG6441,"array([-0.00932668,  0.85454174])"
2296,CG14232,CG14232,"array([-0.18684767,  0.61913429])"
2297,CG42351,CG42351,"array([-0.48201622,  0.43852803])"
2298,CG4080,CG4080,"array([-0.41359033,  0.67103127])"
2299,meso18E,meso18E,"array([0.79907617, 0.75650628])"
2300,CG14715,CG14715,"array([0.41943455, 0.81056272])"
2301,CG14235,CG14235,"array([0.37569611, 1.0066933 ])"
2302,Updo,Updo,"array([0.42470668, 1.30431954])"
2303,TwdlD,TwdlD,"array([-0.02189811,  0.89767231])"
2304,CG32068,CG32068,"array([-0.06605961,  0.80955643])"
2305,CG32972,CG32972,"array([-0.05347669,  1.23726907])"
2306,TwdlJ,TwdlJ,"array([0.00363533, 0.93915985])"
2307,CG9426,CG9426,"array([0.09614653, 0.62742816])"
2308,CG14253,CG14253,"array([-0.69822667,  0.84077347])"
2309,ng2,ng2,"array([0.11825853, 0.35506292])"
2310,CG1427,CG1427,"array([0.5949238 , 1.85477567])"
2311,\"l(2)35Bd\",\"l(2)35Bd\","array([0.49077324, 1.65470395])"
2312,CG14274,CG14274,"array([-0.05179804,  0.17040726])"
2313,CG4073,CG4073,"array([-0.00752846,  0.09689161])"
2314,CG5327,CG5327,"array([0.02565597, 0.56415397])"
2315,CG14282,CG14282,"array([0.24936574, 0.37177423])"
2316,endoA,endoA,"array([0.4128097 , 0.51553792])"
2317,\"l(1)G0230\",\"l(1)G0230\","array([0.41601962, 0.75536352])"
2318,Manf,Manf,"array([0.45706877, 0.38206427])"
2319,CG14297,CG14297,"array([-0.10798338,  0.46839967])"
2320,CG4813,CG4813,"array([0.16000348, 0.64719786])"
2321,fru,fru,"array([-0.1260326 ,  1.01690012])"
2322,CG14317,CG14317,"array([0.14938646, 0.80145263])"
2323,CG18292,CG18292,"array([0.08002919, 0.79409109])"
2324,CG14323,CG14323,"array([-0.16344884,  0.56762907])"
2325,CG14332,CG14332,"array([-0.31598353,  0.64998042])"
2326,CG15482,CG15482,"array([0.15872582, 0.63566691])"
2327,CG14353,CG14353,"array([0.18761629, 0.60085777])"
2328,fau,fau,"array([0.01099361, 0.85386029])"
2329,CG4229,CG4229,"array([0.47033392, 0.7540526 ])"
2330,CG14357,CG14357,"array([-0.20929417,  1.16200578])"
2331,CG7368,CG7368,"array([0.52137037, 0.62696906])"
2332,CG14367,CG14367,"array([0.37180559, 0.59111914])"
2333,sbr,sbr,"array([0.66478271, 0.86766615])"
2334,CG14380,CG14380,"array([0.54231334, 1.12411818])"
2335,CG9684,CG9684,"array([0.56645223, 0.94355588])"
2336,CG14383,CG14383,"array([-0.11509476,  0.62659369])"
2337,CG32626,CG32626,"array([-0.01984782,  0.83254174])"
2338,CG15209,CG15209,"array([0.25273651, 0.41986338])"
2339,CG4554,CG4554,"array([0.36872434, 0.7408595 ])"
2340,CG6283,CG6283,"array([0.49254774, 0.76759517])"
2341,CG14414,CG14414,"array([0.73929474, 0.60443982])"
2342,CG8665,CG8665,"array([0.9869855 , 0.46456741])"
2343,CG14419,CG14419,"array([0.11723045, 0.06772225])"
2344,Cpr78Cc,Cpr78Cc,"array([0.13048055, 0.4291291 ])"
2345,CG14422,CG14422,"array([0.4229431 , 0.28453481])"
2346,Zasp66,Zasp66,"array([0.03716642, 0.87648185])"
2347,CG14443,CG14443,"array([-0.03504089,  0.49133866])"
2348,CG14837,CG14837,"array([-0.08340404,  0.38198579])"
2349,CG14445,CG14445,"array([1.01214454, 0.78082862])"
2350,CG14446,CG14446,"array([0.78235592, 0.61563851])"
2351,loqs,loqs,"array([0.44368424, 0.74920851])"
2352,CG14450,CG14450,"array([0.60034604, 0.71696902])"
2353,CG7135,CG7135,"array([0.36926252, 0.62704781])"
2354,CG14454,CG14454,"array([-0.09940678,  0.72222066])"
2355,CG15861,CG15861,"array([-0.0905765 ,  0.91607096])"
2356,CG14456,CG14456,"array([0.48386721, 0.28207473])"
2357,CG3907,CG3907,"array([0.28137215, 0.62673182])"
2358,Pkn,Pkn,"array([0.41212055, 1.08952302])"
2359,CG14478,CG14478,"array([0.18623377, 0.66563197])"
2360,inx3,inx3,"array([0.78904789, 0.74036294])"
2361,CG17331,CG17331,"array([0.41162322, 0.80119129])"
2362,CG14482,CG14482,"array([0.40731563, 0.97648572])"
2363,Ir54a,Ir54a,"array([0.39619018, 1.25386243])"
2364,CG15894,CG15894,"array([0.56056865, 1.55951603])"
2365,wg,wg,"array([0.13833846, 1.14859902])"
2366,CG6461,CG6461,"array([0.55573694, 1.53631616])"
2367,ana,ana,"array([0.58876279, 1.5246268 ])"
2368,PpD6,PpD6,"array([0.532169  , 1.55626131])"
2369,CG14488,CG14488,"array([-0.3637404 ,  0.80159442])"
2370,stck,stck,"array([0.04296218, 0.86702446])"
2371,zfh2,zfh2,"array([-0.1066106 ,  1.39735903])"
2372,abba,abba,"array([-0.02126774,  1.17138532])"
2373,CG14490,CG14490,"array([-0.19337041,  0.84876714])"
2374,CG31005,CG31005,"array([-0.56436644,  0.92752439])"
2375,Rad23,Rad23,"array([0.27894421, 0.78667827])"
2376,Art9,Art9,"array([-0.0496231 ,  0.38244681])"
2377,CG14508,CG14508,"array([-0.15423905,  0.17978019])"
2378,yemalpha,yemalpha,"array([-0.12848306,  0.62863568])"
2379,CG6497,CG6497,"array([0.00939519, 0.51262621])"
2380,Brd8,Brd8,"array([0.1506927 , 0.49817022])"
2381,CG3162,CG3162,"array([0.13031994, 0.513017  ])"
2382,CG7239,CG7239,"array([0.37994544, 0.49913687])"
2383,CG14528,CG14528,"array([0.75071237, 0.54472171])"
2384,flw,flw,"array([0.1367106 , 0.99229715])"
2385,cenG1A,cenG1A,"array([0.03034586, 0.88169652])"
2386,a,a,"array([-0.06762691,  0.79800674])"
2387,Herp,Herp,"array([-0.16892181,  1.19465886])"
2388,Der-2,Der-2,"array([-0.3960153 ,  1.41269902])"
2389,wdn,wdn,"array([0.27350637, 0.59460544])"
2390,king-tubby,king-tubby,"array([0.17877796, 0.66648967])"
2391,CG14540,CG14540,"array([0.05103647, 0.84576422])"
2392,vps2,vps2,"array([0.5438592 , 1.01846277])"
2393,vps24,vps24,"array([0.62383746, 1.00747502])"
2394,CG14544,CG14544,"array([0.21212598, 0.33193653])"
2395,CG8335,CG8335,"array([-0.03376696,  0.47594408])"
2396,CG9596,CG9596,"array([0.39091573, 0.3770982 ])"
2397,CG14546,CG14546,"array([0.03164441, 0.7653381 ])"
2398,CG2712,CG2712,"array([-0.11779208,  0.70405099])"
2399,CG6276,CG6276,"array([0.06716524, 0.63261007])"
2400,HLHmbeta,HLHmbeta,"array([0.18688597, 1.16212061])"
2401,eg,eg,"array([0.1483006 , 1.16464495])"
2402,tap,tap,"array([0.17362798, 1.02789763])"
2403,Sld5,Sld5,"array([0.20525875, 0.94674654])"
2404,Psf2,Psf2,"array([0.44922489, 1.27987088])"
2405,Psf1,Psf1,"array([0.34815124, 1.33502442])"
2406,Eip63F-1,Eip63F-1,"array([-0.29400188,  1.01565194])"
2407,CanB,CanB,"array([0.12213323, 0.99799924])"
2408,CG14551,CG14551,"array([-0.15920038,  0.70130242])"
2409,CG14568,CG14568,"array([-0.08557714,  1.08373478])"
2410,CG30463,CG30463,"array([-0.30650994,  1.38873167])"
2411,CG14569,CG14569,"array([-0.55690865,  0.74141367])"
2412,ORMDL,ORMDL,"array([-0.5753917 ,  1.11372051])"
2413,Tfb1,Tfb1,"array([-0.24920949,  1.00359572])"
2414,Ir20a,Ir20a,"array([ 0.37184328, -0.14702254])"
2415,CG3808,CG3808,"array([0.33626338, 0.1100548 ])"
2416,CG14589,CG14589,"array([0.36233977, 0.78439343])"
2417,RpL38,RpL38,"array([0.11444681, 0.94662389])"
2418,CG14598,CG14598,"array([-0.09096277,  0.16009249])"
2419,CG14606,CG14606,"array([0.50161898, 1.21079123])"
2420,Ufd1-like,Ufd1-like,"array([0.30321993, 0.87612094])"
2421,CG14609,CG14609,"array([-0.13689225,  1.52929868])"
2422,dalao,dalao,"array([0.02212956, 1.18023238])"
2423,CG17325,CG17325,"array([-0.10771105,  0.57663766])"
2424,simj,simj,"array([-0.19531055,  0.90202534])"
2425,CG32016,CG32016,"array([0.21477753, 0.80420916])"
2426,Rpn12,Rpn12,"array([0.39185613, 0.69469073])"
2427,RpS8,RpS8,"array([0.11600179, 0.82223565])"
2428,Cp110,Cp110,"array([0.49725659, 0.87176086])"
2429,CG8117,CG8117,"array([0.49048907, 0.93342971])"
2430,CG5189,CG5189,"array([-0.59630867,  1.29232711])"
2431,CG17446,CG17446,"array([0.02016757, 0.66456979])"
2432,CG3323,CG3323,"array([0.14784039, 0.79380941])"
2433,CG14632,CG14632,"array([-0.16169081,  1.00024266])"
2434,drk,drk,"array([0.1230933 , 0.97144887])"
2435,CG14634,CG14634,"array([-0.0246932 ,  0.77749441])"
2436,CG2017,CG2017,"array([0.08712716, 0.97829483])"
2437,abs,abs,"array([0.43661   , 0.79407396])"
2438,CG6066,CG6066,"array([0.351063  , 0.57004165])"
2439,ey,ey,"array([0.12422312, 1.0817801 ])"
2440,CG5222,CG5222,"array([0.03942369, 1.47443   ])"
2441,CG2701,CG2701,"array([0.30602071, 0.50051478])"
2442,CG5869,CG5869,"array([-0.20856233,  0.638301  ])"
2443,TwdlG,TwdlG,"array([0.12169466, 0.7633881 ])"
2444,CG9776,CG9776,"array([0.13382701, 0.67638311])"
2445,CG14645,CG14645,"array([-0.26050382,  0.84646112])"
2446,CG30403,CG30403,"array([-0.40965849,  0.7803679 ])"
2447,CG14647,CG14647,"array([-0.14051303,  1.21813403])"
2448,MED20,MED20,"array([0.05072656, 1.05791287])"
2449,CG14658,CG14658,"array([-1.450539  ,  5.07521293])"
2450,CG3819,CG3819,"array([-1.50026305,  5.07031514])"
2451,SelD,SelD,"array([0.38864777, 1.02933547])"
2452,Ama,Ama,"array([0.2697399 , 0.84778708])"
2453,CG14684,CG14684,"array([0.12598924, 0.88813835])"
2454,CG8449,CG8449,"array([0.30069856, 1.0461243 ])"
2455,Cap-H2,Cap-H2,"array([0.72488662, 1.01035216])"
2456,CG5612,CG5612,"array([1.00417431, 1.12098704])"
2457,CG14688,CG14688,"array([-0.38191346,  0.35382189])"
2458,CG14692,CG14692,"array([0.46452526, 0.6515473 ])"
2459,CG2200,CG2200,"array([0.50238898, 0.41414228])"
2460,rpr,rpr,"array([0.30887898, 1.02593469])"
2461,CG14696,CG14696,"array([0.02781764, 0.90919976])"
2462,Pli,Pli,"array([0.27069546, 0.74630405])"
2463,Gycbeta100B,Gycbeta100B,"array([-0.29229439,  1.13995606])"
2464,CG31111,CG31111,"array([-0.25590019,  0.86274015])"
2465,PGRP-LB,PGRP-LB,"array([-0.20059623,  1.31294159])"
2466,CG16790,CG16790,"array([-0.14192358,  1.14565589])"
2467,CG14711,CG14711,"array([0.17078404, 0.67964815])"
2468,CG14712,CG14712,"array([-0.13629135,  0.79597294])"
2469,CG42327,CG42327,"array([-0.80384233,  0.66198529])"
2470,CG8093,CG8093,"array([-0.54892551,  0.71314891])"
2471,I-t,I-t,"array([-0.27212601,  1.26742695])"
2472,CG31457,CG31457,"array([-0.15703993,  1.11701636])"
2473,Nmd3,Nmd3,"array([0.46393663, 0.92795757])"
2474,CG9313,CG9313,"array([-0.16157506,  1.08523482])"
2475,Tk,Tk,"array([0.3220055 , 0.79379055])"
2476,CG14739,CG14739,"array([-0.03231079,  0.72276141])"
2477,CG1792,CG1792,"array([0.02922126, 0.85477818])"
2478,akirin,akirin,"array([0.21441675, 0.76639369])"
2479,Es2,Es2,"array([0.23763319, 0.75455991])"
2480,CG16890,CG16890,"array([0.39577959, 0.72930634])"
2481,CG7352,CG7352,"array([0.10919373, 0.83692809])"
2482,RpL13A,RpL13A,"array([0.33485765, 0.9508706 ])"
2483,Eap,Eap,"array([0.65710941, 1.17153352])"
2484,p16-ARC,p16-ARC,"array([0.61678635, 0.7458768 ])"
2485,Vps25,Vps25,"array([0.29367779, 0.6384042 ])"
2486,Vps20,Vps20,"array([0.2606424 , 0.63010558])"
2487,lsn,lsn,"array([0.154562 , 0.5224063])"
2488,CG14756,CG14756,"array([0.52042537, 1.75180568])"
2489,MED1,MED1,"array([0.40784352, 1.50903021])"
2490,Cp36,Cp36,"array([-0.00700408,  0.86328134])"
2491,Pino,Pino,"array([-0.09282955,  1.20341   ])"
2492,CG7379,CG7379,"array([0.05635593, 1.02737287])"
2493,CG5537,CG5537,"array([-4.18702021e-04,  7.38889594e-01])"
2494,MED18,MED18,"array([0.07074277, 1.06840342])"
2495,CG14803,CG14803,"array([0.54756079, 1.040554  ])"
2496,CG17650,CG17650,"array([0.85434522, 1.2237733 ])"
2497,Obp99a,Obp99a,"array([0.83570765, 1.24857162])"
2498,deltaCOP,deltaCOP,"array([-0.30773258,  0.74233228])"
2499,cyp33,cyp33,"array([-0.63131764,  0.66420869])"
2500,CG14814,CG14814,"array([0.61472893, 0.71987052])"
2501,smt3,smt3,"array([0.36141855, 0.82165433])"
2502,side,side,"array([-0.0656466 ,  0.88826653])"
2503,CG32556,CG32556,"array([0.21847022, 0.31283769])"
2504,CG3605,CG3605,"array([0.06290562, 0.62026409])"
2505,CG6178,CG6178,"array([0.18353034, 0.40173955])"
2506,Asph,Asph,"array([0.17251686, 1.22278159])"
2507,CG3894,CG3894,"array([-0.26319717,  0.79813626])"
2508,CG14818,CG14818,"array([0.11729104, 0.83314019])"
2509,Abi,Abi,"array([0.00368716, 1.03629979])"
2510,CG9951,CG9951,"array([0.08899581, 0.74432355])"
2511,CG14820,CG14820,"array([0.4884632 , 0.67980279])"
2512,CG17109,CG17109,"array([0.59147399, 1.01358704])"
2513,CG3348,CG3348,"array([0.52583254, 0.9430574 ])"
2514,mei-P22,mei-P22,"array([0.08803124, 1.07019228])"
2515,CG14829,CG14829,"array([0.06719299, 0.83370339])"
2516,Nup54,Nup54,"array([0.12646832, 0.75399987])"
2517,CG14830,CG14830,"array([0.62104818, 1.0864332 ])"
2518,CG2617,CG2617,"array([0.89350355, 1.25215503])"
2519,pio,pio,"array([0.91112712, 1.21722662])"
2520,CG4582,CG4582,"array([0.09938311, 0.29874643])"
2521,CG14850,CG14850,"array([0.35305191, 1.06998273])"
2522,morgue,morgue,"array([0.21669792, 1.0306328 ])"
2523,CG14855,CG14855,"array([0.24127568, 0.18488746])"
2524,CG9757,CG9757,"array([0.26394206, 0.33035268])"
2525,CG15712,CG15712,"array([-0.41252055,  1.33708553])"
2526,CG7712,CG7712,"array([-0.45344502,  1.28382884])"
