# index, name, nodeLabel, _pos
6981,14-3-3epsilon,14-3-3epsilon,"array([0.25813111, 0.90590074])"
6982,sfl,sfl,"array([0.07357033, 1.35179276])"
6983,Syx5,Syx5,"array([0.43664662, 1.07067548])"
6984,AttB,AttB,"array([-0.08967552,  1.171372  ])"
6985,NUCB1,NUCB1,"array([-0.27663836,  1.01952447])"
6986,\"l(3)04053\",\"l(3)04053\","array([0.44183828, 1.32190613])"
6987,CG33514,CG33514,"array([0.38510333, 1.51928096])"
6988,mun,mun,"array([-0.68515068,  1.01861812])"
6989,scaf6,scaf6,"array([0.14399406, 0.89518508])"
6990,dpr2,dpr2,"array([-0.33103445,  1.39584485])"
6991,Ddr,Ddr,"array([0.49185758, 0.88327786])"
6992,CG42313,CG42313,"array([0.74771261, 1.24525695])"
6993,sec63,sec63,"array([0.43572683, 1.04217085])"
6994,LpR1,LpR1,"array([0.03350819, 0.75240254])"
6995,Rep,Rep,"array([-0.90678512,  1.09053955])"
6996,CG8788,CG8788,"array([-0.90793429,  1.05178445])"
6997,Vmat,Vmat,"array([-0.16016622,  0.63767402])"
6998,CoRest,CoRest,"array([0.61830591, 0.12621201])"
6999,spri,spri,"array([0.07793996, 0.97684882])"
7000,btsz,btsz,"array([0.58309589, 0.96489705])"
7001,cp309,cp309,"array([0.4187551 , 0.90683637])"
7002,D2R,D2R,"array([0.15890729, 0.171572  ])"
7003,CG13634,CG13634,"array([-0.23736338,  0.47492752])"
7004,CG17470,CG17470,"array([0.86174639, 0.8733081 ])"
7005,CG3061,CG3061,"array([0.86986614, 0.91086486])"
7006,gfzf,gfzf,"array([-0.0454438 ,  0.28089249])"
7007,eys,eys,"array([0.11250014, 0.09429973])"
7008,msta,msta,"array([-0.09723171,  1.23154797])"
7009,qvr,qvr,"array([-0.12114494,  0.39649849])"
7010,Unc-89,Unc-89,"array([0.17569523, 0.94733297])"
7011,Pp2A-29B,Pp2A-29B,"array([0.32154428, 0.88166357])"
7012,Trl,Trl,"array([0.15911652, 1.11798247])"
7013,Cht3,Cht3,"array([-0.23336139,  0.99221232])"
7014,Rpp20,Rpp20,"array([-0.46698921,  0.51228964])"
7015,Hsp22,Hsp22,"array([0.21162614, 0.84333816])"
7016,kay,kay,"array([0.20080637, 1.08262046])"
7017,mei-218,mei-218,"array([0.41975414, 0.97517413])"
7018,mei-217,mei-217,"array([0.28858954, 1.26232343])"
7019,roX1,roX1,"array([0.4232831, 1.219047 ])"
7020,\"tRNA,\"tRNA,"array([0.28180929, 0.79824887])"
7021,Mcm6,Mcm6,"array([-0.15827264,  1.17815168])"
7022,\"alphagamma-element,\"alphagamma-element,"array([-0.2715745 ,  0.92584326])"
7023,Hsromega,Hsromega,"array([0.16211135, 0.46999119])"
7024,\"pncr003,\"pncr003,"array([-0.36277331,  0.72961659])"
7025,\"snRNA,\"snRNA,"array([-0.34966572,  0.69430181])"
7026,CR32660,CR32660,"array([-0.4047355 ,  0.68445868])"
7027,CR32205,CR32205,"array([-0.47469369,  0.38472762])"
7028,bft,bft,"array([0.09666526, 1.22942224])"
7029,ban,ban,"array([0.29551012, 1.2020171 ])"
7030,mir-14,mir-14,"array([0.33788104, 1.1493748 ])"
7031,CG33970,CG33970,"array([0.19945923, 0.37886741])"
7032,CG33993,CG33993,"array([0.10037667, 1.34360193])"
7033,CG2691,CG2691,"array([-0.22526727,  0.95642444])"
7034,Msp-300,Msp-300,"array([0.17842076, 1.00365946])"
7035,CG34360,CG34360,"array([-0.37327171,  0.55686485])"
7036,CR14499,CR14499,"array([0.1247003 , 0.80469278])"
7037,CG9005,CG9005,"array([0.00346093, 1.25878474])"
7038,CG9581,CG9581,"array([0.09009503, 0.44499105])"
7039,CG33960,CG33960,"array([-0.18015495,  1.16943842])"
7040,CSN8,CSN8,"array([0.28163723, 0.75398493])"
7041,seq,seq,"array([-0.01018709,  1.16877615])"
7042,rig,rig,"array([0.0568005 , 1.25747438])"
7043,Cp190,Cp190,"array([0.29165535, 1.00453378])"
7044,Gclc,Gclc,"array([0.79659314, 0.56681548])"
7045,Ssrp,Ssrp,"array([0.11068988, 1.2105587 ])"
7046,dre4,dre4,"array([0.06065496, 1.21519559])"
7047,Cdk8,Cdk8,"array([0.10514241, 1.07156013])"
7048,Ric,Ric,"array([0.48658929, 1.18175627])"
7049,achi,achi,"array([0.25741624, 1.45698463])"
7050,DNApol-gamma35,DNApol-gamma35,"array([ 1.41726754, -3.54981105])"
7051,tam,tam,"array([ 1.37606042, -3.57904556])"
7052,\"Su(z)12\",\"Su(z)12\","array([0.02587977, 1.27532096])"
7053,CadN,CadN,"array([0.23777656, 1.29000813])"
7054,Taf5,Taf5,"array([0.35765652, 1.00671397])"
7055,Nipped-A,Nipped-A,"array([0.21103091, 1.02335085])"
7056,Trf,Trf,"array([-0.53391518,  1.16623836])"
7057,mira,mira,"array([0.62025928, 1.25462409])"
7058,slo,slo,"array([0.27803587, 0.56919807])"
7059,Taf2,Taf2,"array([0.00679956, 1.47293348])"
7060,Lsp1alpha,Lsp1alpha,"array([-0.27056399,  1.64841179])"
7061,Fbp1,Fbp1,"array([-0.13660911,  1.40196712])"
7062,car,car,"array([-0.31830978,  1.14279403])"
7063,MBD-like,MBD-like,"array([0.02194371, 1.09537475])"
7064,Ggamma30A,Ggamma30A,"array([1.0597074 , 0.54492041])"
7065,ird5,ird5,"array([0.24781947, 0.94190498])"
7066,Bap55,Bap55,"array([0.17026595, 1.09209692])"
7067,MED11,MED11,"array([0.11287955, 1.05220557])"
7068,Med6,Med6,"array([0.0712952 , 1.04224471])"
7069,Brf,Brf,"array([-0.70173344,  1.2452422 ])"
7070,Chrac-14,Chrac-14,"array([0.33898029, 1.13333025])"
7071,key,key,"array([0.25709609, 0.91595608])"
7072,syd,syd,"array([-0.05260214,  1.26124708])"
7073,Grip163,Grip163,"array([-0.26450471,  0.04427034])"
7074,Trf2,Trf2,"array([0.40862802, 0.98555056])"
7075,edl,edl,"array([0.1698698 , 1.32389028])"
7076,Spt6,Spt6,"array([-0.72548456,  0.91434666])"
7077,Rrp6,Rrp6,"array([-0.77127404,  0.89542289])"
7078,Rrp46,Rrp46,"array([-0.83633928,  0.91492267])"
7079,kirre,kirre,"array([0.71867052, 0.82915286])"
7080,CG17698,CG17698,"array([0.261868  , 0.03648543])"
7081,CG33695,CG33695,"array([0.68489971, 0.97141752])"
7082,mld,mld,"array([-0.12852712,  0.46711487])"
7083,CG14425,CG14425,"array([0.08448391, 0.69417426])"
7084,CG34109,CG34109,"array([0.21077148, 0.62862263])"
7085,CG34114,CG34114,"array([-0.08035367,  0.74409456])"
7086,CG34113,CG34113,"array([0.01041232, 1.06999346])"
7087,CG34110,CG34110,"array([-0.05931622,  0.80076339])"
7088,CG16772,CG16772,"array([-0.32479262,  0.58044317])"
7089,CG34120,CG34120,"array([-0.50571761,  0.62544998])"
7090,CG13531,CG13531,"array([-0.1594258 ,  0.34652354])"
7091,CG13869,CG13869,"array([-0.07426878,  0.30879936])"
7092,csul,csul,"array([-0.17689071,  0.28909982])"
7093,CG5439,CG5439,"array([0.35379752, 0.74385546])"
7094,CG9485,CG9485,"array([-0.01955489,  0.30008945])"
7095,CG9920,CG9920,"array([-0.04239502,  0.30824675])"
7096,Ptp99A,Ptp99A,"array([0.13041352, 1.66081574])"
7097,Lsd-2,Lsd-2,"array([0.00757443, 1.05982206])"
7098,ACTA1,ACTA1,"array([0.15007487, 1.52268262])"
7099,CTNNB1,CTNNB1,"array([0.16641242, 1.52603334])"
7100,Sufu,Sufu,"array([0.32205498, 1.08302184])"
7101,GLI1,GLI1,"array([0.33015835, 1.48001336])"
7102,Pias1,Pias1,"array([0.26873576, 1.21602799])"
7103,CG34340,CG34340,"array([0.19684011, 0.88363689])"
7104,CG10343,CG10343,"array([0.42301789, 1.28763891])"
7105,CG34365,CG34365,"array([0.27531959, 0.8976364 ])"
7106,Hmx,Hmx,"array([-0.05709586,  0.8109386 ])"
7107,CG34383,CG34383,"array([-0.13722125,  1.01238318])"
7108,ng4,ng4,"array([0.53531021, 0.73051464])"
7109,CG34380,CG34380,"array([0.17960673, 0.54079311])"
7110,CG34382,CG34382,"array([0.15778225, 0.80733018])"
7111,Tango13,Tango13,"array([0.85230259, 1.37013096])"
7112,CG34411,CG34411,"array([0.21050738, 0.47255699])"
7113,CR11700,CR11700,"array([0.19693931, 1.02809386])"
7114,CG34406,CG34406,"array([0.50600907, 0.51300551])"
7115,CG34353,CG34353,"array([0.356068 , 0.6814576])"
7116,\"l(2)03709\",\"l(2)03709\","array([0.4514708 , 0.88917485])"
7117,CG17162,CG17162,"array([0.05093505, 0.80342815])"
7118,CG34377,CG34377,"array([-0.14549473,  0.4819675 ])"
7119,CG34354,CG34354,"array([0.15284915, 0.5426726 ])"
7120,cv-c,cv-c,"array([-0.02058305,  0.65405248])"
7121,CG40228,CG40228,"array([0.80134743, 1.3346114 ])"
7122,CG34386,CG34386,"array([-0.05994136,  0.060114  ])"
7123,CG34357,CG34357,"array([0.06285494, 0.49356329])"
7124,CG34347,CG34347,"array([-0.3487603 ,  1.49798519])"
7125,CG34396,CG34396,"array([-0.06827836,  1.23552908])"
7126,ATbp,ATbp,"array([-0.13276777,  1.13458546])"
7127,CG17707,CG17707,"array([0.68250678, 1.05433438])"
7128,Not1,Not1,"array([0.16259932, 0.59024324])"
7129,hig,hig,"array([2.62444993, 4.65784113])"
7130,CG34398,CG34398,"array([2.66892069, 4.63575001])"
7131,trpm,trpm,"array([-0.44667244,  1.19505252])"
7132,uex,uex,"array([0.63307977, 0.22879756])"
7133,kl-3,kl-3,"array([-3.54909101, -1.94062467])"
7134,CG7603,CG7603,"array([-3.54153836, -1.89060541])"
7135,CG7638,CG7638,"array([-0.60480687,  0.62534109])"
7136,pgc,pgc,"array([-0.28629044,  0.73607432])"
7137,\"l(2)37Bb\",\"l(2)37Bb\","array([-0.44850449,  0.68902947])"
7138,Rgk3,Rgk3,"array([-0.10196396,  1.11548456])"
7139,CG12424,CG12424,"array([0.1885452 , 0.17016935])"
7140,NKAIN,NKAIN,"array([-0.2451673 ,  1.13049623])"
7141,TwdlU,TwdlU,"array([0.8236737 , 1.18525085])"
7142,CG34388,CG34388,"array([-0.42489286,  1.0818155 ])"
7143,CG15047,CG15047,"array([-0.11475774,  0.83219617])"
7144,CG34391,CG34391,"array([0.72033521, 0.53624729])"
7145,CG34384,CG34384,"array([0.25721239, 1.4412675 ])"
7146,jing,jing,"array([0.16781649, 1.2620333 ])"
7147,futsch,futsch,"array([0.48732409, 0.99201811])"
7148,CG34375,CG34375,"array([-0.30763797,  0.81687246])"
7149,Tsp42Ea,Tsp42Ea,"array([0.21946668, 0.16211313])"
7150,Sur,Sur,"array([0.15680207, 1.38782093])"
7151,Ten-a,Ten-a,"array([-0.04088243,  1.32786884])"
7152,Chd1,Chd1,"array([0.07256073, 1.38487413])"
7153,SSRP1,SSRP1,"array([0.0153387 , 1.69426024])"
7154,Kat2b,Kat2b,"array([0.3514634 , 1.39936806])"
7155,TNRC6B,TNRC6B,"array([-0.25952688,  1.3045559 ])"
7156,Six3,Six3,"array([0.12609485, 1.3610331 ])"
7157,Tle4,Tle4,"array([0.05868397, 1.73249391])"
7158,SSH1,SSH1,"array([-0.44630244,  0.9715069 ])"
7159,Cfl1,Cfl1,"array([-0.39868374,  1.05048327])"
7160,TRIM28,TRIM28,"array([0.22220065, 1.52163082])"
7161,THRA,THRA,"array([0.7349576 , 0.93902384])"
7162,COPS2,COPS2,"array([-0.17553347,  1.37840704])"
7163,Vhl,Vhl,"array([-0.41979403,  0.74908263])"
7164,Trc8,Trc8,"array([-0.18357171,  0.78229845])"
7165,TIMELESS,TIMELESS,"array([0.56184252, 1.33553231])"
7166,Clk,Clk,"array([-0.14531606,  0.63681148])"
7167,Pop2,Pop2,"array([-0.0908606 ,  0.45944599])"
7168,twin,twin,"array([-0.05618608,  0.42694608])"
7169,CG10333,CG10333,"array([-0.24205856,  0.8409007 ])"
7170,CG1074,CG1074,"array([-0.31794374,  0.48537692])"
7171,CG10932,CG10932,"array([-0.19799423,  1.08838107])"
7172,dyl,dyl,"array([-0.24285377,  0.39739279])"
7173,gry,gry,"array([0.25232122, 1.10949109])"
7174,mu2,mu2,"array([-0.27165753,  0.46012403])"
7175,CG30059,CG30059,"array([-0.23780529,  0.37964983])"
7176,boly,boly,"array([-0.20787767,  0.37318976])"
7177,nord,nord,"array([-0.22780809,  0.42030171])"
7178,mRpL16,mRpL16,"array([-0.24058623,  0.41409231])"
7179,CG42389,CG42389,"array([0.23148142, 0.84767222])"
7180,CG42669,CG42669,"array([0.2617139 , 1.05504691])"
7181,CG32985,CG32985,"array([-0.25892883,  0.4097743 ])"
7182,SA,SA,"array([-0.27336205,  0.99822522])"
7183,CG8102,CG8102,"array([-0.33083025,  0.52412216])"
7184,CG8214,CG8214,"array([-0.31215811,  0.46867358])"
7185,CG8236,CG8236,"array([-0.14295078,  0.34677815])"
7186,CG8712,CG8712,"array([-0.19632558,  0.36429325])"
7187,CG8728,CG8728,"array([0.0247817 , 0.44442234])"
7188,140up,140up,"array([-0.1836961,  0.3775999])"
7189,CG1599,CG1599,"array([0.33010183, 1.00437835])"
7190,AcCoAS,AcCoAS,"array([0.3933637 , 1.31008172])"
7191,exo70,exo70,"array([0.31949777, 0.78769954])"
7192,Arf51F,Arf51F,"array([-0.03944252,  1.00087706])"
7193,alpha-Spec,alpha-Spec,"array([0.25635208, 0.97941868])"
7194,exo84,exo84,"array([0.02189465, 1.13483149])"
7195,Ank2,Ank2,"array([0.14355804, 1.32057052])"
7196,Snm1,Snm1,"array([0.29709614, 1.16939597])"
7197,Pms2,Pms2,"array([0.20439589, 0.86165978])"
7198,cdi,cdi,"array([-0.05650692,  1.11169503])"
7199,hkl,hkl,"array([0.60121476, 0.78107207])"
7200,CG14216,CG14216,"array([0.19506668, 0.79152338])"
7201,CG14322,CG14322,"array([0.29955143, 1.18096509])"
7202,CG14608,CG14608,"array([0.30585873, 1.30674635])"
7203,mre11,mre11,"array([0.20267386, 1.23537559])"
7204,CG15609,CG15609,"array([0.20373865, 1.61108575])"
7205,mib2,mib2,"array([0.50929912, 1.11303372])"
7206,CG31086,CG31086,"array([0.66331414, 0.72874708])"
7207,BRWD3,BRWD3,"array([-0.03454461,  0.96122996])"
7208,Rad51D,Rad51D,"array([0.08293771, 0.91341506])"
7209,CG31772,CG31772,"array([0.63476978, 1.3280715 ])"
7210,phol,phol,"array([5.70923164e-04, 1.30281399e+00])"
7211,CG3921,CG3921,"array([-0.04756065,  1.62900624])"
7212,CG4562,CG4562,"array([0.11242613, 1.38960212])"
7213,fab1,fab1,"array([0.56846357, 1.31518577])"
7214,CG42748,CG42748,"array([-0.10762847,  1.60419195])"
7215,CG7714,CG7714,"array([0.36310162, 1.46421318])"
7216,CG34133,CG34133,"array([0.4714591 , 0.82575418])"
7217,pea,pea,"array([-0.06485923,  1.36973523])"
7218,CG8858,CG8858,"array([0.59359989, 0.60243161])"
7219,CG8939,CG8939,"array([-0.17929252,  0.93837378])"
7220,Nrx-IV,Nrx-IV,"array([-0.04941578,  1.34218982])"
7221,dpld,dpld,"array([-0.11992122,  1.33447256])"
7222,east,east,"array([0.09489818, 1.12932673])"
7223,htt,htt,"array([0.62933176, 0.54053345])"
7224,ia2,ia2,"array([0.27182466, 1.16284418])"
7225,Magi,Magi,"array([0.61406759, 1.34720269])"
7226,CG31802,CG31802,"array([0.24948246, 1.29924152])"
7227,RhoGAP19D,RhoGAP19D,"array([0.35845222, 1.62545405])"
7228,TepII,TepII,"array([0.06251054, 1.27169415])"
7229,Ank,Ank,"array([-0.0478568 ,  0.97500044])"
7230,Cap-G,Cap-G,"array([-0.16413723,  1.44835498])"
7231,CG11158,CG11158,"array([-0.07093441,  1.62188848])"
7232,dgo,dgo,"array([0.28152424, 1.53464919])"
7233,CG13096,CG13096,"array([0.10591566, 0.99539422])"
7234,CG1597,CG1597,"array([-0.397189  ,  1.20570158])"
7235,mars,mars,"array([-0.03891557,  1.28909413])"
7236,CG41520,CG41520,"array([0.71022772, 0.64694897])"
7237,bbx,bbx,"array([-0.16809711,  1.11311431])"
7238,CG32676,CG32676,"array([0.1242159 , 1.37592171])"
7239,CG4030,CG4030,"array([-0.24672413,  1.41257551])"
7240,mtRNApol,mtRNApol,"array([0.50782676, 0.36818605])"
7241,CG4752,CG4752,"array([0.26193542, 1.52707216])"
7242,CG5830,CG5830,"array([-0.43340223,  1.12611214])"
7243,CG6133,CG6133,"array([0.19915656, 0.5106198 ])"
7244,CG6227,CG6227,"array([0.49218825, 0.35988103])"
7245,CG6406,CG6406,"array([-0.02416988,  1.32259597])"
7246,MYPT-75D,MYPT-75D,"array([0.37970735, 1.56164634])"
7247,CG6915,CG6915,"array([-0.19821721,  1.39408242])"
7248,CG7627,CG7627,"array([-0.02730947,  1.35614108])"
7249,Muc91C,Muc91C,"array([-0.15750713,  1.30569038])"
7250,CG8334,CG8334,"array([0.23666057, 1.59358355])"
7251,CG9817,CG9817,"array([0.5245949 , 0.44706731])"
7252,CG9932,CG9932,"array([0.53428181, 0.70922138])"
7253,Cyp6w1,Cyp6w1,"array([-0.15137436,  1.25766007])"
7254,Fer1,Fer1,"array([0.11282779, 1.4582285 ])"
7255,gprs,gprs,"array([-0.0255505 ,  1.62210391])"
7256,HmgZ,HmgZ,"array([-0.40935402,  1.00382775])"
7257,Lsp1beta,Lsp1beta,"array([0.63418787, 1.40670077])"
7258,Nep3,Nep3,"array([0.59816166, 1.21633429])"
7259,pdm2,pdm2,"array([-0.1962064 ,  1.32968602])"
7260,Pmm45A,Pmm45A,"array([0.49155571, 1.41389006])"
7261,rgr,rgr,"array([-0.24840963,  1.1720975 ])"
7262,Rs1,Rs1,"array([-0.23012236,  0.91119106])"
7263,Sox102F,Sox102F,"array([0.32314368, 1.19161484])"
7264,uif,uif,"array([0.35483309, 0.85167877])"
7265,Acp1,Acp1,"array([0.44292515, 0.69194024])"
7266,AnnIX,AnnIX,"array([0.54957912, 0.88682736])"
7267,CG10543,CG10543,"array([0.22704758, 1.12353362])"
7268,CG10737,CG10737,"array([-0.11599997,  1.46790394])"
7269,pico,pico,"array([0.6095696 , 1.32621626])"
7270,Topors,Topors,"array([-0.13470909,  1.00102932])"
7271,CG15431,CG15431,"array([1.07807924e-03, 1.62809135e+00])"
7272,CG18269,CG18269,"array([-0.08002454,  1.02624785])"
7273,CG30339,CG30339,"array([0.52120598, 0.76519748])"
7274,Cdep,Cdep,"array([-0.00769405,  1.33508623])"
7275,CG32150,CG32150,"array([0.16139594, 1.49497403])"
7276,pr-set7,pr-set7,"array([0.02408816, 0.42394046])"
7277,Gmap,Gmap,"array([-0.08468663,  1.34067732])"
7278,CG4050,CG4050,"array([0.11115086, 1.50136334])"
7279,pic,pic,"array([-0.15511002,  1.03351033])"
7280,fas,fas,"array([-0.28704116,  0.43920622])"
7281,fwd,fwd,"array([0.18350548, 1.35668487])"
7282,GLaz,GLaz,"array([0.58866026, 1.41078375])"
7283,TepIII,TepIII,"array([-0.20866892,  1.42538224])"
7284,18w,18w,"array([0.19407955, 1.41047132])"
7285,Adar,Adar,"array([0.46238521, 1.41829076])"
7286,ade3,ade3,"array([-0.12449079,  1.31818534])"
7287,Ance-4,Ance-4,"array([0.20425295, 1.48636304])"
7288,cyc,cyc,"array([0.95386203, 0.89055524])"
7289,botv,botv,"array([-0.12330341,  1.41819401])"
7290,Cad74A,Cad74A,"array([0.55349853, 1.31190001])"
7291,CG33092,CG33092,"array([0.72033865, 1.108197  ])"
7292,Ced-12,Ced-12,"array([0.66425905, 1.11626543])"
7293,CG10011,CG10011,"array([-0.08052469,  1.44918232])"
7294,CG10082,CG10082,"array([0.22472097, 1.5429702 ])"
7295,CG10107,CG10107,"array([0.58516293, 0.93907708])"
7296,Pcf11,Pcf11,"array([-0.13820519,  1.4280424 ])"
7297,CG1024,CG1024,"array([-0.15704159,  0.36325614])"
7298,CG10249,CG10249,"array([-0.25981867,  1.18126088])"
7299,pad,pad,"array([-0.05421657,  1.22480469])"
7300,CG10428,CG10428,"array([-0.07565539,  1.48760179])"
7301,polybromo,polybromo,"array([0.14530399, 1.19866799])"
7302,CG11376,CG11376,"array([0.74304158, 1.19448455])"
7303,CG11398,CG11398,"array([0.44988797, 1.26268647])"
7304,CG11418,CG11418,"array([-0.1766477 ,  1.39876316])"
7305,CG11593,CG11593,"array([-0.16161172,  1.3579693 ])"
7306,CG11660,CG11660,"array([0.28115744, 1.45315373])"
7307,CG34348,CG34348,"array([0.09048056, 1.39187557])"
7308,CG42342,CG42342,"array([-0.2208835,  1.4046496])"
7309,CG11779,CG11779,"array([0.24217034, 0.25713659])"
7310,Fur1,Fur1,"array([-0.1778406 ,  1.30846831])"
7311,CG11943,CG11943,"array([0.14850089, 1.47783955])"
7312,CG12121,CG12121,"array([0.70111962, 1.06000806])"
7313,\"e(y)3\",\"e(y)3\","array([0.16377255, 1.14963406])"
7314,CG12264,CG12264,"array([0.33572175, 0.93292936])"
7315,CG12325,CG12325,"array([0.46986476, 1.32753678])"
7316,CG1233,CG1233,"array([0.13270397, 1.46685409])"
7317,CG12734,CG12734,"array([0.44552605, 1.40637706])"
7318,Mat89Ba,Mat89Ba,"array([-0.1238371 ,  1.44464275])"
7319,CG13330,CG13330,"array([-0.0395163 ,  1.41487136])"
7320,CG13380,CG13380,"array([-0.00750016,  1.41894751])"
7321,CG13398,CG13398,"array([0.45435462, 1.53896695])"
7322,CG13690,CG13690,"array([-0.38747518,  1.13515146])"
7323,CG13847,CG13847,"array([-0.07910468,  1.51037493])"
7324,Camta,Camta,"array([-0.10017337,  1.34468752])"
7325,CG14435,CG14435,"array([-0.07277326,  1.40840694])"
7326,CG1444,CG1444,"array([0.39614389, 0.96491998])"
7327,CG14441,CG14441,"array([0.059958  , 1.45197688])"
7328,CG14527,CG14527,"array([0.17548538, 1.44682182])"
7329,CG14629,CG14629,"array([0.50383626, 1.2498404 ])"
7330,CG42232,CG42232,"array([0.0061481 , 0.53802844])"
7331,CG14967,CG14967,"array([0.62382158, 1.19505902])"
7332,tweek,tweek,"array([0.18013352, 0.86850377])"
7333,CG15311,CG15311,"array([0.22448696, 1.48712763])"
7334,CG15438,CG15438,"array([-0.00389838,  1.37312867])"
7335,CG15523,CG15523,"array([0.18957656, 1.39025833])"
7336,rad,rad,"array([0.36773049, 1.40149433])"
7337,CG15877,CG15877,"array([0.48010235, 1.38536736])"
7338,CG16779,CG16779,"array([0.39105711, 1.27229821])"
7339,CG16798,CG16798,"array([0.63910149, 1.20501834])"
7340,CG16863,CG16863,"array([-0.18930525,  1.41277317])"
7341,hipk,hipk,"array([0.28622811, 1.14771461])"
7342,CG42574,CG42574,"array([0.51976382, 1.29197263])"
7343,CG1826,CG1826,"array([-0.33903282,  1.11019529])"
7344,CG18858,CG18858,"array([-0.40492047,  1.18573421])"
7345,\"l(1)G0193\",\"l(1)G0193\","array([0.63395787, 0.74572562])"
7346,CG2263,CG2263,"array([0.23877455, 0.51390143])"
7347,bru,bru,"array([-0.26349559,  1.1046742 ])"
7348,CG2680,CG2680,"array([0.35433074, 1.56429149])"
7349,asl,asl,"array([0.38641185, 0.78786038])"
7350,CG2991,CG2991,"array([-0.09946278,  1.48262297])"
7351,CG30043,CG30043,"array([-0.4089068 ,  1.13214825])"
7352,CG42284,CG42284,"array([0.26232494, 1.60284281])"
7353,CG30421,CG30421,"array([0.54556834, 1.3753912 ])"
7354,CG31048,CG31048,"array([-0.23479508,  1.17111523])"
7355,CG3108,CG3108,"array([-0.06464264,  1.4415307 ])"
7356,CG31125,CG31125,"array([0.39270103, 0.64375303])"
7357,CG31198,CG31198,"array([0.48058174, 0.75980549])"
7358,CG31352,CG31352,"array([0.41653271, 0.52992743])"
7359,CG32082,CG32082,"array([0.38273431, 1.45845612])"
7360,CG32137,CG32137,"array([0.231229  , 1.61527547])"
7361,dikar,dikar,"array([0.48337879, 1.34285632])"
7362,Cda4,Cda4,"array([-0.16821212,  1.42273259])"
7363,CG32529,CG32529,"array([-0.04951832,  1.40087145])"
7364,CG3253,CG3253,"array([0.43636252, 1.3628148 ])"
7365,CG32532,CG32532,"array([0.10137087, 1.20448975])"
7366,\"l(1)G0320\",\"l(1)G0320\","array([0.48511479, 1.08617452])"
7367,Smg1,Smg1,"array([-0.04043145,  1.3683628 ])"
7368,Ubi-p5E,Ubi-p5E,"array([1.19953983, 0.89485134])"
7369,CG33013,CG33013,"array([0.44742475, 1.4333541 ])"
7370,CG33110,CG33110,"array([0.69530055, 1.13263619])"
7371,CG33127,CG33127,"array([-0.15094758,  1.41639291])"
7372,CG3328,CG3328,"array([0.38253829, 1.43536625])"
7373,Rbcn-3A,Rbcn-3A,"array([0.2600905 , 1.28997918])"
7374,CG3764,CG3764,"array([-0.15909037,  1.39800992])"
7375,CG3797,CG3797,"array([0.51155284, 0.91276034])"
7376,CG3857,CG3857,"array([0.3170409 , 1.37788098])"
7377,CG3868,CG3868,"array([0.28331693, 1.39478379])"
7378,CG3902,CG3902,"array([0.40708212, 0.94822206])"
7379,CG40196,CG40196,"array([0.18720889, 1.58959927])"
7380,Gfat1,Gfat1,"array([0.39577448, 1.42315492])"
7381,CG4119,CG4119,"array([0.4096369 , 0.74491366])"
7382,CG4266,CG4266,"array([0.40771029, 1.12979872])"
7383,CG4341,CG4341,"array([0.29760042, 1.49738543])"
7384,Ncc69,Ncc69,"array([0.65429376, 1.38435122])"
7385,Nup160,Nup160,"array([-0.06709982,  1.39263542])"
7386,CG4749,CG4749,"array([-0.15672651,  1.16363049])"
7387,CG5004,CG5004,"array([0.32767484, 1.20335987])"
7388,CG42668,CG42668,"array([0.23219533, 1.45358917])"
7389,CG5098,CG5098,"array([0.2455725 , 1.21380769])"
7390,Pde8,Pde8,"array([0.29550427, 1.29325444])"
7391,CG5524,CG5524,"array([0.11669734, 1.47894073])"
7392,CG5589,CG5589,"array([0.0121631 , 1.38476679])"
7393,CG5707,CG5707,"array([-0.14022023,  1.27418535])"
7394,CG5728,CG5728,"array([0.21367979, 1.58833274])"
7395,CG5756,CG5756,"array([-0.20205095,  1.29636343])"
7396,CG5794,CG5794,"array([-0.14711828,  1.44492553])"
7397,CG5886,CG5886,"array([0.72637265, 1.23236434])"
7398,CG5921,CG5921,"array([0.60474068, 1.38218433])"
7399,CG5931,CG5931,"array([-0.04172683,  0.53871376])"
7400,Ir68a,Ir68a,"array([0.60968772, 0.99696443])"
7401,CG6216,CG6216,"array([0.06610439, 1.36824113])"
7402,CG42533,CG42533,"array([-0.18159861,  1.35164748])"
7403,mid,mid,"array([-0.10813633,  1.43317229])"
7404,CG6791,CG6791,"array([-0.01833786,  1.27575602])"
7405,CG6947,CG6947,"array([-0.14020719,  1.33640245])"
7406,CG7261,CG7261,"array([0.13852671, 1.35247402])"
7407,CG7457,CG7457,"array([0.00845607, 1.21844178])"
7408,CG7466,CG7466,"array([0.16420458, 1.28913475])"
7409,Aats-leu,Aats-leu,"array([0.1769456, 1.4053019])"
7410,rictor,rictor,"array([0.09587143, 1.47910129])"
7411,CG8021,CG8021,"array([0.20351836, 0.55490591])"
7412,CG8213,CG8213,"array([0.35498753, 0.39755607])"
7413,Rcd1,Rcd1,"array([0.40421183, 1.14220205])"
7414,CG8290,CG8290,"array([-0.06684652,  1.24998161])"
7415,CG8398,CG8398,"array([-0.38504515,  1.18088548])"
7416,Oat,Oat,"array([0.2986486 , 0.43554168])"
7417,CG8909,CG8909,"array([-0.18565026,  1.43327272])"
7418,Smg5,Smg5,"array([0.60701469, 1.40233622])"
7419,Atac1,Atac1,"array([0.30748191, 1.12946383])"
7420,CG9279,CG9279,"array([-0.26798017,  1.21049553])"
