# index, name, code, _pos
615,Schäffern <62247>,GRBEZAKT-622,"array([-2.5383071 ,  2.36960567])"
616,Sankt Johann in Tirol <70416>,GRBEZAKT-704,"array([-2.51098903,  2.40286114])"
617,Grafenstein <20409>,GRBEZAKT-204,"array([-2.52128128,  2.40263233])"
618,Tillmitsch <61043>,GRBEZAKT-610,"array([-2.54894918,  2.38839901])"
619,Kirchbach <20306>,GRBEZAKT-203,"array([-2.51668713,  2.39927476])"
620,Werfenweng <50425>,GRBEZAKT-504,"array([-2.49898165,  2.41521147])"
621,Wagna <61045>,GRBEZAKT-610,"array([-2.53800247,  2.38860572])"
622,Walchsee <70529>,GRBEZAKT-705,"array([-2.52004276,  2.42011198])"
623,Weitensfeld im Gurktal <20531>,GRBEZAKT-205,"array([-2.52448463,  2.40450395])"
624,Floing <61710>,GRBEZAKT-617,"array([-2.56576194,  2.37763818])"
625,Ried im Oberinntal <70620>,GRBEZAKT-706,"array([-2.50808697,  2.43221835])"
626,Hermagor-Pressegger See <20305>,GRBEZAKT-203,"array([-2.5203123 ,  2.39980317])"
627,Sankt Stefan im Gailtal <20316>,GRBEZAKT-203,"array([-2.51119376,  2.41442676])"
628,Gitschtal <20320>,GRBEZAKT-203,"array([-2.54396299,  2.40399164])"
629,Lesachtal <20321>,GRBEZAKT-203,"array([-2.51696539,  2.4292946 ])"
630,Feistritz im Rosental <20403>,GRBEZAKT-204,"array([-2.53435737,  2.40421628])"
631,Ferlach <20405>,GRBEZAKT-204,"array([-2.52390778,  2.394402  ])"
632,Keutschach am See <20412>,GRBEZAKT-204,"array([-2.51964144,  2.39434015])"
633,Köttmannsdorf <20414>,GRBEZAKT-204,"array([-2.51997401,  2.40469432])"
634,Krumpendorf am Wörther See <20415>,GRBEZAKT-204,"array([-2.51925393,  2.38662633])"
635,Ludmannsdorf <20416>,GRBEZAKT-204,"array([-2.54178197,  2.39944114])"
636,Maria Rain <20417>,GRBEZAKT-204,"array([-2.52161122,  2.40468369])"
637,Maria Saal <20418>,GRBEZAKT-204,"array([-2.52643982,  2.39292868])"
638,Maria Wörth <20419>,GRBEZAKT-204,"array([-2.52185572,  2.38587913])"
639,Moosburg <20421>,GRBEZAKT-204,"array([-2.52133486,  2.39288057])"
640,Pörtschach am Wörther See <20424>,GRBEZAKT-204,"array([-2.51973732,  2.39767434])"
641,Poggersdorf <20425>,GRBEZAKT-204,"array([-2.52250712,  2.40089453])"
642,Sankt Margareten im Rosental <20428>,GRBEZAKT-204,"array([-2.53116065,  2.4192547 ])"
643,Schiefling am Wörthersee <20432>,GRBEZAKT-204,"array([-2.52254047,  2.38982032])"
644,Techelsberg am Wörther See <20435>,GRBEZAKT-204,"array([-2.53367331,  2.39929995])"
645,Magdalensberg <20442>,GRBEZAKT-204,"array([-2.52924402,  2.39671822])"
646,Brückl <20502>,GRBEZAKT-205,"array([-2.53121485,  2.40447761])"
647,Deutsch-Griffen <20503>,GRBEZAKT-205,"array([-2.55405259,  2.40612967])"
648,Eberstein <20504>,GRBEZAKT-205,"array([-2.51869064,  2.39981157])"
649,Friesach <20505>,GRBEZAKT-205,"array([-2.52826167,  2.39539953])"
650,Glödnitz <20506>,GRBEZAKT-205,"array([-2.52736059,  2.4116324 ])"
651,Gurk <20508>,GRBEZAKT-205,"array([-2.54756089,  2.40348708])"
652,Hüttenberg <20511>,GRBEZAKT-205,"array([-2.54396104,  2.40069037])"
653,Kappel am Krappfeld <20512>,GRBEZAKT-205,"array([-2.53533068,  2.39327383])"
654,Klein Sankt Paul <20513>,GRBEZAKT-205,"array([-2.52681724,  2.40665325])"
655,Liebenfels <20515>,GRBEZAKT-205,"array([-2.53095039,  2.39233266])"
656,Metnitz <20518>,GRBEZAKT-205,"array([-2.53342544,  2.39754592])"
657,Micheldorf <20519>,GRBEZAKT-205,"array([-2.54559981,  2.40296944])"
658,Mölbling <20520>,GRBEZAKT-205,"array([-2.55039458,  2.39591669])"
659,Sankt Georgen am Längsee <20523>,GRBEZAKT-205,"array([-2.52837491,  2.38968751])"
660,Straßburg <20530>,GRBEZAKT-205,"array([-2.53626312,  2.39626009])"
661,Frauenstein <20534>,GRBEZAKT-205,"array([-2.52815783,  2.38690283])"
662,Bad Kleinkirchheim <20601>,GRBEZAKT-206,"array([-2.52448602,  2.40572359])"
663,Großkirchheim <20605>,GRBEZAKT-206,"array([-2.53373272,  2.42401281])"
664,Flattach <20607>,GRBEZAKT-206,"array([-2.54658175,  2.41169598])"
665,Irschen <20611>,GRBEZAKT-206,"array([-2.54275237,  2.40889192])"
666,Lendorf <20616>,GRBEZAKT-206,"array([-2.54436261,  2.40554689])"
667,Mallnitz <20618>,GRBEZAKT-206,"array([-2.55095922,  2.40700863])"
668,Malta <20619>,GRBEZAKT-206,"array([-2.54841259,  2.40750598])"
669,Oberdrauburg <20625>,GRBEZAKT-206,"array([-2.54014108,  2.40598993])"
670,Seeboden am Millstätter See <20634>,GRBEZAKT-206,"array([-2.52673897,  2.3964653 ])"
671,Krems in Kärnten <20642>,GRBEZAKT-206,"array([-2.54004733,  2.40398467])"
672,Reißeck <20644>,GRBEZAKT-206,"array([-2.53093403,  2.39590352])"
673,Arnoldstein <20702>,GRBEZAKT-207,"array([-2.52171017,  2.39168279])"
674,Arriach <20703>,GRBEZAKT-207,"array([-2.53039617,  2.41289849])"
675,Bad Bleiberg <20705>,GRBEZAKT-207,"array([-2.51704073,  2.38731308])"
676,Ferndorf <20710>,GRBEZAKT-207,"array([-2.53545743,  2.39817818])"
677,Fresach <20712>,GRBEZAKT-207,"array([-2.5470053 ,  2.40532168])"
678,Hohenthurn <20713>,GRBEZAKT-207,"array([-2.53844286,  2.3978243 ])"
679,Rosegg <20721>,GRBEZAKT-207,"array([-2.51746533,  2.40413168])"
680,Sankt Jakob im Rosental <20722>,GRBEZAKT-207,"array([-2.51700896,  2.3960605 ])"
681,Stockenboi <20723>,GRBEZAKT-207,"array([-2.52381574,  2.41264133])"
682,Wernberg <20727>,GRBEZAKT-207,"array([-2.51652351,  2.38900653])"
683,Bleiburg <20801>,GRBEZAKT-208,"array([-2.52488901,  2.39639788])"
684,Eberndorf <20803>,GRBEZAKT-208,"array([-2.52519778,  2.3900532 ])"
685,Eisenkappel-Vellach <20804>,GRBEZAKT-208,"array([-2.51841451,  2.39782907])"
686,Feistritz ob Bleiburg <20805>,GRBEZAKT-208,"array([-2.53996118,  2.40100284])"
687,Gallizien <20806>,GRBEZAKT-208,"array([-2.53865441,  2.39938974])"
688,Globasnitz <20807>,GRBEZAKT-208,"array([-2.5470029,  2.4008073])"
689,Griffen <20808>,GRBEZAKT-208,"array([-2.53315552,  2.39402118])"
690,Neuhaus <20810>,GRBEZAKT-208,"array([-2.54995174,  2.40233847])"
691,Ruden <20812>,GRBEZAKT-208,"array([-2.5431942 ,  2.39711065])"
692,Sankt Kanzian am Klopeiner See <20813>,GRBEZAKT-208,"array([-2.51750553,  2.39133622])"
693,Sittersdorf <20815>,GRBEZAKT-208,"array([-2.5380692 ,  2.39571996])"
694,Völkermarkt <20817>,GRBEZAKT-208,"array([-2.52720338,  2.39112494])"
695,Bad Sankt Leonhard im Lavanttal <20901>,GRBEZAKT-209,"array([-2.5326641 ,  2.38601347])"
696,Lavamünd <20909>,GRBEZAKT-209,"array([-2.53629834,  2.39434459])"
697,Preitenegg <20911>,GRBEZAKT-209,"array([-2.56045283,  2.40097904])"
698,Sankt Andrä <20913>,GRBEZAKT-209,"array([-2.52404597,  2.38924688])"
699,Sankt Georgen im Lavanttal <20914>,GRBEZAKT-209,"array([-2.52990651,  2.37661209])"
700,Sankt Paul im Lavanttal <20918>,GRBEZAKT-209,"array([-2.52648168,  2.38233599])"
701,Wolfsberg <20923>,GRBEZAKT-209,"array([-2.5223007 ,  2.38790998])"
702,Albeck <21001>,GRBEZAKT-210,"array([-2.55119007,  2.39961941])"
703,Feldkirchen in Kärnten <21002>,GRBEZAKT-210,"array([-2.52302609,  2.3937429 ])"
704,Glanegg <21003>,GRBEZAKT-210,"array([-2.53188272,  2.39987038])"
705,Gnesau <21004>,GRBEZAKT-210,"array([-2.54515394,  2.4077592 ])"
706,Himmelberg <21005>,GRBEZAKT-210,"array([-2.52791645,  2.40685139])"
707,Reichenau <21007>,GRBEZAKT-210,"array([-2.54120893,  2.40351949])"
708,Sankt Urban <21008>,GRBEZAKT-210,"array([-2.5160394 ,  2.39384758])"
709,Steuerberg <21010>,GRBEZAKT-210,"array([-2.53843686,  2.40136801])"
710,Aschbach-Markt <30504>,GRBEZAKT-305,"array([-2.48837533,  2.3679725 ])"
711,Haag <30514>,GRBEZAKT-305,"array([-2.49468531,  2.37409802])"
712,Kematen an der Ybbs <30517>,GRBEZAKT-305,"array([-2.48992928,  2.3716476 ])"
713,Hollabrunn <31022>,GRBEZAKT-310,"array([-2.50940502,  2.3633705 ])"
714,Eggenburg <31105>,GRBEZAKT-311,"array([-2.50749042,  2.35349952])"
715,Maria Laach am Jauerling <31326>,GRBEZAKT-313,"array([-2.48137073,  2.34434785])"
716,Sankt Veit an der Gölsen <31412>,GRBEZAKT-314,"array([-2.50278043,  2.36732055])"
717,Laa an der Thaya <31629>,GRBEZAKT-316,"array([-2.51438472,  2.35626949])"
718,Altlengbach <31901>,GRBEZAKT-319,"array([-2.50215525,  2.37431117])"
719,Vitis <32219>,GRBEZAKT-322,"array([-2.49171869,  2.3498708 ])"
720,Steyr <40201>,GRBEZAKT-402,"array([-2.49788283,  2.38312405])"
721,Braunau am Inn <40404>,GRBEZAKT-404,"array([-2.49565472,  2.3986316 ])"
722,Mauerkirchen <40422>,GRBEZAKT-404,"array([-2.48796442,  2.40722729])"
723,Munderfing <40426>,GRBEZAKT-404,"array([-2.49249086,  2.40853445])"
724,Rainbach im Mühlkreis <40615>,GRBEZAKT-406,"array([-2.47776227,  2.37582253])"
725,Bad Ischl <40703>,GRBEZAKT-407,"array([-2.5027479 ,  2.38619512])"
726,Gmunden <40705>,GRBEZAKT-407,"array([-2.49938363,  2.38833026])"
727,Sankt Wolfgang im Salzkammergut <40717>,GRBEZAKT-407,"array([-2.49774035,  2.39430946])"
728,Gallspach <40805>,GRBEZAKT-408,"array([-2.48556693,  2.39166932])"
729,Kremsmünster <40907>,GRBEZAKT-409,"array([-2.49174565,  2.38306547])"
730,Kirchberg-Thening <41010>,GRBEZAKT-410,"array([-2.47796469,  2.38343512])"
731,Pasching <41017>,GRBEZAKT-410,"array([-2.49531803,  2.38736809])"
732,Sankt Florian am Inn <41418>,GRBEZAKT-414,"array([-2.48651936,  2.40213274])"
733,Suben <41425>,GRBEZAKT-414,"array([-2.49664915,  2.39533165])"
734,Garsten <41506>,GRBEZAKT-415,"array([-2.50126796,  2.38188386])"
735,Gallneukirchen <41607>,GRBEZAKT-416,"array([-2.48996562,  2.37951953])"
736,Regau <41731>,GRBEZAKT-417,"array([-2.49075256,  2.39242165])"
737,Sankt Lorenz <41735>,GRBEZAKT-417,"array([-2.4979128 ,  2.40381973])"
738,Schörfling am Attersee <41737>,GRBEZAKT-417,"array([-2.49250625,  2.39562941])"
739,Krenglbach <41810>,GRBEZAKT-418,"array([-2.48208727,  2.3931456 ])"
740,Oberalm <50208>,GRBEZAKT-502,"array([-2.50777817,  2.39827433])"
741,Elsbethen <50309>,GRBEZAKT-503,"array([-2.50795698,  2.39158058])"
742,Eugendorf <50310>,GRBEZAKT-503,"array([-2.50602935,  2.40110541])"
743,Thalgau <50337>,GRBEZAKT-503,"array([-2.4997038 ,  2.39549017])"
744,Wals-Siezenheim <50338>,GRBEZAKT-503,"array([-2.50488298,  2.39435026])"
745,Bad Hofgastein <50402>,GRBEZAKT-504,"array([-2.50804759,  2.39277696])"
746,Sankt Johann im Pongau <50418>,GRBEZAKT-504,"array([-2.5101485 ,  2.39269127])"
747,Sankt Veit im Pongau <50420>,GRBEZAKT-504,"array([-2.50235337,  2.40166858])"
748,Lofer <50610>,GRBEZAKT-506,"array([-2.50132004,  2.40869749])"
749,Saalfelden am Steinernen Meer <50619>,GRBEZAKT-506,"array([-2.50835098,  2.39630413])"
750,Deutschlandsberg <60344>,GRBEZAKT-603,"array([-2.530546  ,  2.38672231])"
751,Eibiswald <60345>,GRBEZAKT-603,"array([-2.53737938,  2.38696906])"
752,Frohnleiten <60663>,GRBEZAKT-606,"array([-2.53134869,  2.38083312])"
753,Gratwein-Straßengel <60664>,GRBEZAKT-606,"array([-2.52960161,  2.38469614])"
754,Seiersberg-Pirka <60669>,GRBEZAKT-606,"array([-2.53211667,  2.38330453])"
755,Allerheiligen bei Wildon <61001>,GRBEZAKT-610,"array([-2.5508669 ,  2.37675533])"
756,Gralla <61012>,GRBEZAKT-610,"array([-2.54327216,  2.38763409])"
757,Kalwang <61105>,GRBEZAKT-611,"array([-2.54258104,  2.40140333])"
758,Sankt Michael in Obersteiermark <61113>,GRBEZAKT-611,"array([-2.52973963,  2.38829565])"
759,Traboch <61116>,GRBEZAKT-611,"array([-2.544189 ,  2.3988898])"
760,Mühlen <61410>,GRBEZAKT-614,"array([-2.55539941,  2.40274976])"
761,Sankt Peter am Kammersberg <61425>,GRBEZAKT-614,"array([-2.53235006,  2.40402914])"
762,Neumarkt in der Steiermark <61439>,GRBEZAKT-614,"array([-2.5287378 ,  2.39137923])"
763,Sankt Georgen am Kreischberg <61442>,GRBEZAKT-614,"array([-2.51809599,  2.40094939])"
764,Sankt Lambrecht <61443>,GRBEZAKT-614,"array([-2.52596592,  2.40437455])"
765,Teufenbach-Katsch <61446>,GRBEZAKT-614,"array([-2.51864328,  2.38986796])"
766,Ligist <61612>,GRBEZAKT-616,"array([-2.54401499,  2.39081117])"
767,Rosental an der Kainach <61618>,GRBEZAKT-616,"array([-2.55475667,  2.38946674])"
768,Bärnbach <61626>,GRBEZAKT-616,"array([-2.53584649,  2.3793951 ])"
769,Maria Lankowitz <61632>,GRBEZAKT-616,"array([-2.54393532,  2.38054662])"
770,Fohnsdorf <62007>,GRBEZAKT-620,"array([-2.52656945,  2.38449478])"
771,Kobenz <62014>,GRBEZAKT-620,"array([-2.52067736,  2.38461389])"
772,Zeltweg <62038>,GRBEZAKT-620,"array([-2.52182114,  2.38380133])"
773,Knittelfeld <62041>,GRBEZAKT-620,"array([-2.52397117,  2.38659709])"
774,Obdach <62042>,GRBEZAKT-620,"array([-2.53215786,  2.3960347 ])"
775,Pöls-Oberkurzheim <62043>,GRBEZAKT-620,"array([-2.53135391,  2.38541417])"
776,Spielberg <62047>,GRBEZAKT-620,"array([-2.52678447,  2.38846154])"
777,Aflenz  <62138>,GRBEZAKT-621,"array([-2.5279399 ,  2.38100188])"
778,Sankt Marein im Mürztal <62146>,GRBEZAKT-621,"array([-2.52837548,  2.38353816])"
779,Paldau <62384>,GRBEZAKT-623,"array([-2.55321018,  2.38128185])"
780,Oetz <70214>,GRBEZAKT-702,"array([-2.5062497,  2.4277597])"
781,Sölden <70220>,GRBEZAKT-702,"array([-2.51782825,  2.40938195])"
782,Aldrans <70302>,GRBEZAKT-703,"array([-2.50785925,  2.41342317])"
783,Fulpmes <70310>,GRBEZAKT-703,"array([-2.50785152,  2.41612477])"
784,Natters <70332>,GRBEZAKT-703,"array([-2.50454276,  2.42179972])"
785,Neustift im Stubaital <70334>,GRBEZAKT-703,"array([-2.50643815,  2.41220802])"
786,Rum <70346>,GRBEZAKT-703,"array([-2.51116354,  2.40753099])"
787,Hall in Tirol <70354>,GRBEZAKT-703,"array([-2.51421011,  2.40655749])"
788,Steinach am Brenner <70355>,GRBEZAKT-703,"array([-2.51345121,  2.41931987])"
789,Völs <70364>,GRBEZAKT-703,"array([-2.51575191,  2.40937265])"
790,Hopfgarten im Brixental <70406>,GRBEZAKT-704,"array([-2.51618451,  2.41119561])"
791,Ellmau <70509>,GRBEZAKT-705,"array([-2.50228936,  2.4101259 ])"
792,Kundl <70514>,GRBEZAKT-705,"array([-2.50607271,  2.40851953])"
793,Landeck <70614>,GRBEZAKT-706,"array([-2.51389515,  2.41728599])"
794,Pfunds <70617>,GRBEZAKT-706,"array([-2.51462254,  2.43311344])"
795,Assling <70705>,GRBEZAKT-707,"array([-2.5416631 ,  2.41840927])"
796,Lienz <70716>,GRBEZAKT-707,"array([-2.52614982,  2.40818742])"
797,Nußdorf-Debant <70719>,GRBEZAKT-707,"array([-2.52990275,  2.41536321])"
798,Sankt Johann im Walde <70725>,GRBEZAKT-707,"array([-2.55475294,  2.44555641])"
799,Mayrhofen <70920>,GRBEZAKT-709,"array([-2.50457004,  2.41770402])"
800,Uderns <70935>,GRBEZAKT-709,"array([-2.50524354,  2.4311211 ])"
801,Weer <70937>,GRBEZAKT-709,"array([-2.51581257,  2.42566773])"
802,Lech <80113>,GRBEZAKT-801,"array([-2.52063343,  2.40749693])"
803,Hard <80215>,GRBEZAKT-802,"array([-2.5245534 ,  2.40096159])"
804,Wolfurt <80240>,GRBEZAKT-802,"array([-2.53103468,  2.4009566 ])"
805,Hohenems <80302>,GRBEZAKT-803,"array([-2.52742039,  2.39929876])"
806,Rankweil <80414>,GRBEZAKT-804,"array([-2.52894229,  2.40320569])"
807,Kötschach-Mauthen <20307>,GRBEZAKT-203,"array([-2.52209161,  2.4095369 ])"
808,Guttaring <20509>,GRBEZAKT-205,"array([-2.53810698,  2.40301642])"
809,Berg im Drautal <20603>,GRBEZAKT-206,"array([-2.54935726,  2.41192596])"
810,Gmünd in Kärnten <20608>,GRBEZAKT-206,"array([-2.53281424,  2.40797364])"
811,Millstatt <20620>,GRBEZAKT-206,"array([-2.52160951,  2.39869397])"
812,Sachsenburg <20633>,GRBEZAKT-206,"array([-2.52286486,  2.40670476])"
813,Steinfeld <20637>,GRBEZAKT-206,"array([-2.5423463 ,  2.40586019])"
814,Trebesing <20638>,GRBEZAKT-206,"array([-2.55347296,  2.40911516])"
815,Weißensee <20639>,GRBEZAKT-206,"array([-2.55288369,  2.40422513])"
816,Afritz am See <20701>,GRBEZAKT-207,"array([-2.52391678,  2.40849088])"
817,Feistritz an der Gail <20707>,GRBEZAKT-207,"array([-2.53617671,  2.42189863])"
818,Feld am See <20708>,GRBEZAKT-207,"array([-2.53483256,  2.38141752])"
819,Paternion <20720>,GRBEZAKT-207,"array([-2.51981686,  2.39652931])"
820,Ossiach <21006>,GRBEZAKT-210,"array([-2.51343726,  2.39209501])"
821,Seitenstetten <30532>,GRBEZAKT-305,"array([-2.49340315,  2.37225052])"
822,Maissau <31026>,GRBEZAKT-310,"array([-2.51371634,  2.35320949])"
823,Seefeld-Kadolz <31042>,GRBEZAKT-310,"array([-2.51053619,  2.34079674])"
824,Ziersdorf <31053>,GRBEZAKT-310,"array([-2.50806316,  2.35821675])"
825,Gerasdorf bei Wien <31235>,GRBEZAKT-312,"array([-2.50814685,  2.36724812])"
826,Grafenbach-Sankt Valentin <31811>,GRBEZAKT-318,"array([-2.53222718,  2.36276423])"
827,Geretsberg <40409>,GRBEZAKT-404,"array([-2.48901406,  2.41096831])"
828,Sankt Radegund <40439>,GRBEZAKT-404,"array([-2.47928883,  2.43692874])"
829,Hallstatt <40709>,GRBEZAKT-407,"array([-2.5000455 ,  2.40473337])"
830,Leonding <41012>,GRBEZAKT-410,"array([-2.49449482,  2.38426577])"
831,Niederneukirchen <41015>,GRBEZAKT-410,"array([-2.48195279,  2.3799168 ])"
832,Altschwendt <41401>,GRBEZAKT-414,"array([-2.45608574,  2.40777807])"
833,Golling an der Salzach <50204>,GRBEZAKT-502,"array([-2.50483607,  2.40540501])"
834,Anif <50301>,GRBEZAKT-503,"array([-2.50628923,  2.39720789])"
835,Oberndorf bei Salzburg <50326>,GRBEZAKT-503,"array([-2.49998363,  2.40068262])"
836,Altenmarkt im Pongau <50401>,GRBEZAKT-504,"array([-2.51260888,  2.39663492])"
837,Bischofshofen <50404>,GRBEZAKT-504,"array([-2.51031005,  2.39610608])"
838,Dorfgastein <50405>,GRBEZAKT-504,"array([-2.49987553,  2.40971438])"
839,Eben im Pongau <50406>,GRBEZAKT-504,"array([-2.51352462,  2.40058687])"
840,Großarl <50411>,GRBEZAKT-504,"array([-2.50031607,  2.39108251])"
841,Sankt Martin im Sulmtal <60347>,GRBEZAKT-603,"array([-2.54670304,  2.38818013])"
842,Hart bei Graz <60617>,GRBEZAKT-606,"array([-2.5382236 ,  2.38494497])"
843,Leibnitz <61053>,GRBEZAKT-610,"array([-2.53398541,  2.38780651])"
844,Mautern in Steiermark <61109>,GRBEZAKT-611,"array([-2.53979438,  2.39755019])"
845,Lassing <61222>,GRBEZAKT-612,"array([-2.51453659,  2.39535335])"
846,Stainach-Pürgg <61267>,GRBEZAKT-612,"array([-2.51066774,  2.38771593])"
847,Niederwölz <61413>,GRBEZAKT-614,"array([-2.55738316,  2.40469471])"
848,Straden <62390>,GRBEZAKT-623,"array([-2.53216251,  2.38700421])"
849,Mieming <70209>,GRBEZAKT-702,"array([-2.50998402,  2.41804962])"
850,Axams <70304>,GRBEZAKT-703,"array([-2.51302403,  2.41584535])"
851,Inzing <70319>,GRBEZAKT-703,"array([-2.51824417,  2.41812567])"
852,Thaur <70358>,GRBEZAKT-703,"array([-2.51912721,  2.41297562])"
853,Kirchbichl <70511>,GRBEZAKT-705,"array([-2.51406632,  2.41406466])"
854,Radfeld <70520>,GRBEZAKT-705,"array([-2.50800889,  2.42178622])"
855,Söll <70526>,GRBEZAKT-705,"array([-2.51101788,  2.41702638])"
856,Galtür <70606>,GRBEZAKT-706,"array([-2.49536056,  2.43121685])"
857,Serfaus <70624>,GRBEZAKT-706,"array([-2.51192815,  2.42803175])"
858,Strengen <70627>,GRBEZAKT-706,"array([-2.50941085,  2.44501761])"
859,Abfaltersbach <70701>,GRBEZAKT-707,"array([-2.53796521,  2.44238784])"
860,Außervillgraten <70706>,GRBEZAKT-707,"array([-2.54570677,  2.4449231 ])"
861,Sankt Jakob in Defereggen <70724>,GRBEZAKT-707,"array([-2.53281994,  2.43374634])"
862,Sillian <70728>,GRBEZAKT-707,"array([-2.53259274,  2.42706506])"
863,Strassen <70729>,GRBEZAKT-707,"array([-2.54988732,  2.43120278])"
864,Bichlbach <70804>,GRBEZAKT-708,"array([-2.52395407,  2.4390852 ])"
865,Elbigenalp <70808>,GRBEZAKT-708,"array([-2.52792269,  2.44273485])"
866,Lechaschau <70820>,GRBEZAKT-708,"array([-2.5255087 ,  2.43173327])"
867,Altach <80401>,GRBEZAKT-804,"array([-2.53361515,  2.4013487 ])"
868,Dellach <20302>,GRBEZAKT-203,"array([-2.53060344,  2.42126897])"
869,Pöndorf <41726>,GRBEZAKT-417,"array([-2.49018355,  2.40484923])"
870,Scheffau am Wilden Kaiser <70524>,GRBEZAKT-705,"array([-2.51758714,  2.42306397])"
871,Göllersdorf <31008>,GRBEZAKT-310,"array([-2.50835207,  2.35975624])"
872,Eggelsberg <40406>,GRBEZAKT-404,"array([-2.49136395,  2.4122596 ])"
873,Vöcklabruck <41746>,GRBEZAKT-417,"array([-2.49481983,  2.39021345])"
874,Thalheim bei Wels <41823>,GRBEZAKT-418,"array([-2.49128174,  2.38855135])"
875,Abtenau <50201>,GRBEZAKT-502,"array([-2.50590983,  2.40246283])"
876,Bürs <80106>,GRBEZAKT-801,"array([-2.53202915,  2.41115932])"
877,Greifenburg <20609>,GRBEZAKT-206,"array([-2.5361233 ,  2.41267683])"
878,Sankt Michael im Lungau <50509>,GRBEZAKT-505,"array([-2.51812164,  2.40540844])"
879,Kirchdorf in Tirol <70410>,GRBEZAKT-704,"array([-2.50583503,  2.41052887])"
880,Götzens <70312>,GRBEZAKT-703,"array([-2.51437027,  2.41233252])"
881,Breitenbach am Inn <70505>,GRBEZAKT-705,"array([-2.50051024,  2.41786992])"
882,Kartitsch <70713>,GRBEZAKT-707,"array([-2.53581531,  2.43866645])"
883,Leisach <70715>,GRBEZAKT-707,"array([-2.54242531,  2.42663655])"
884,Oberlienz <70720>,GRBEZAKT-707,"array([-2.53998686,  2.42912495])"
885,Tristach <70732>,GRBEZAKT-707,"array([-2.5412194 ,  2.42352919])"
886,Steinbach am Attersee <41740>,GRBEZAKT-417,"array([-2.49379185,  2.40671486])"
887,Plainfeld <50328>,GRBEZAKT-503,"array([-2.4898587,  2.4063284])"
888,Frauental an der Laßnitz <60305>,GRBEZAKT-603,"array([-2.54728366,  2.39717276])"
889,Eisenerz <61101>,GRBEZAKT-611,"array([-2.51653298,  2.38501393])"
890,Thörl <62147>,GRBEZAKT-621,"array([-2.534588  ,  2.39097235])"
891,Ischgl <70608>,GRBEZAKT-706,"array([-2.50929697,  2.41606888])"
892,Ottensheim <41617>,GRBEZAKT-416,"array([-2.48520646,  2.38318713])"
893,Elixhausen <50308>,GRBEZAKT-503,"array([-2.50178045,  2.39214474])"
894,Vordernberg <61118>,GRBEZAKT-611,"array([-2.51552915,  2.39168032])"
895,Zell <20441>,GRBEZAKT-204,"array([-2.49279175,  2.43322527])"
896,Ulrichsberg <41342>,GRBEZAKT-413,"array([-2.46810683,  2.38328717])"
897,Obertrum am See <50327>,GRBEZAKT-503,"array([-2.49815947,  2.40159918])"
898,Muhr <50505>,GRBEZAKT-505,"array([-2.55192589,  2.4192718 ])"
899,Baumkirchen <70305>,GRBEZAKT-703,"array([-2.51886838,  2.42970472])"
900,Meiningen <80413>,GRBEZAKT-804,"array([-2.5407462 ,  2.40842424])"
901,Pusterwald <62021>,GRBEZAKT-620,"array([-2.5670434 ,  2.39784616])"
902,Ardagger <30503>,GRBEZAKT-305,"array([-2.48781514,  2.37019561])"
903,Gutenstein <32308>,GRBEZAKT-323,"array([-2.52881985,  2.36857386])"
904,Aigen-Schlägl <41343>,GRBEZAKT-413,"array([-2.47014913,  2.38119884])"
905,Passail <61763>,GRBEZAKT-617,"array([-2.54617391,  2.38392053])"
906,Zirl <70369>,GRBEZAKT-703,"array([-2.51307678,  2.41024197])"
907,Tannheim <70832>,GRBEZAKT-708,"array([-2.52753421,  2.4354343 ])"
908,Achenkirch <70901>,GRBEZAKT-709,"array([-2.50401299,  2.42002472])"
909,Schruns <80122>,GRBEZAKT-801,"array([-2.52750344,  2.4094276 ])"
910,Sankt Georgen bei Salzburg <50329>,GRBEZAKT-503,"array([-2.49551656,  2.4134395 ])"
911,Tamsweg <50510>,GRBEZAKT-505,"array([-2.51913486,  2.40327055])"
912,Thal <60648>,GRBEZAKT-606,"array([-2.54860728,  2.38429099])"
913,Bad Hall <41503>,GRBEZAKT-415,"array([-2.49282033,  2.38467312])"
914,Vöcklamarkt <41747>,GRBEZAKT-417,"array([-2.49338207,  2.39787601])"
915,Werfen <50424>,GRBEZAKT-504,"array([-2.50752416,  2.40249605])"
916,Gabersdorf <61008>,GRBEZAKT-610,"array([-2.55649349,  2.38207627])"
917,Fußach <80213>,GRBEZAKT-802,"array([-2.5346097 ,  2.40670017])"
918,Ranggen <70343>,GRBEZAKT-703,"array([-2.51232538,  2.43279044])"
919,Kematen an der Krems <41009>,GRBEZAKT-410,"array([-2.4849982 ,  2.38166603])"
920,Stall <20636>,GRBEZAKT-206,"array([-2.52381302,  2.41553129])"
921,Pernegg <31117>,GRBEZAKT-311,"array([-2.50384718,  2.32513743])"
922,Wolfsthal <30728>,GRBEZAKT-307,"array([-2.50715548,  2.33547407])"
923,Wildendürnbach <31653>,GRBEZAKT-316,"array([-2.50790258,  2.34004008])"
924,Sankt Oswald bei Plankenwarth <60641>,GRBEZAKT-606,"array([-2.55705928,  2.37799443])"
925,Rußbach <31224>,GRBEZAKT-312,"array([-2.51067444,  2.3435384 ])"
926,Langenstein <41109>,GRBEZAKT-411,"array([-2.48214591,  2.37585387])"
927,Häselgehr <70813>,GRBEZAKT-708,"array([-2.52795006,  2.45067302])"
