# index, name, code, _pos
0,Eisenstadt <10101>,GRBEZAKT-101,"array([-2.52353696,  2.36717477])"
1,Rust <10201>,GRBEZAKT-102,"array([-2.53882854,  2.3593418 ])"
2,Breitenbrunn am Neusiedler See <10301>,GRBEZAKT-103,"array([-2.53173521,  2.35816042])"
3,Donnerskirchen <10302>,GRBEZAKT-103,"array([-2.52254803,  2.3661862 ])"
4,Großhöflein <10303>,GRBEZAKT-103,"array([-2.53239054,  2.35211232])"
5,Hornstein <10304>,GRBEZAKT-103,"array([-2.53080982,  2.36605161])"
6,Klingenbach <10305>,GRBEZAKT-103,"array([-2.533567  ,  2.35345175])"
7,Mörbisch am See <10307>,GRBEZAKT-103,"array([-2.53056652,  2.36964495])"
8,Müllendorf <10308>,GRBEZAKT-103,"array([-2.53683333,  2.35232507])"
9,Neufeld an der Leitha <10309>,GRBEZAKT-103,"array([-2.52527151,  2.3608934 ])"
10,Oggau am Neusiedler See <10310>,GRBEZAKT-103,"array([-2.53744404,  2.34953236])"
11,Oslip <10311>,GRBEZAKT-103,"array([-2.54158535,  2.35186054])"
12,Purbach am Neusiedler See <10312>,GRBEZAKT-103,"array([-2.5232017 ,  2.35567555])"
13,Sankt Margarethen im Burgenland <10313>,GRBEZAKT-103,"array([-2.53128194,  2.3535945 ])"
14,Schützen am Gebirge <10314>,GRBEZAKT-103,"array([-2.52024352,  2.34779473])"
15,Siegendorf <10315>,GRBEZAKT-103,"array([-2.52709358,  2.36048604])"
16,Steinbrunn <10316>,GRBEZAKT-103,"array([-2.52906769,  2.36230638])"
17,Trausdorf an der Wulka <10317>,GRBEZAKT-103,"array([-2.53649507,  2.36163847])"
18,Wimpassing an der Leitha <10318>,GRBEZAKT-103,"array([-2.52591712,  2.35894679])"
19,Wulkaprodersdorf <10319>,GRBEZAKT-103,"array([-2.53384539,  2.36310556])"
20,Zillingtal <10322>,GRBEZAKT-103,"array([-2.53618992,  2.35382563])"
21,Zagersdorf <10323>,GRBEZAKT-103,"array([-2.53965375,  2.35108508])"
22,Kukmirn <10408>,GRBEZAKT-104,"array([-2.53999954,  2.36985198])"
23,Draßburg <10601>,GRBEZAKT-106,"array([-2.53318936,  2.34884737])"
24,Forchtenstein <10602>,GRBEZAKT-106,"array([-2.52968509,  2.35708381])"
25,Loipersbach im Burgenland <10604>,GRBEZAKT-106,"array([-2.54462471,  2.35140913])"
26,Marz <10605>,GRBEZAKT-106,"array([-2.54112916,  2.35863036])"
27,Mattersburg <10606>,GRBEZAKT-106,"array([-2.5284496 ,  2.36459737])"
28,Neudörfl <10607>,GRBEZAKT-106,"array([-2.52647725,  2.36455141])"
29,Pöttelsdorf <10608>,GRBEZAKT-106,"array([-2.54698129,  2.34474191])"
30,Rohrbach bei Mattersburg <10610>,GRBEZAKT-106,"array([-2.53152365,  2.3548865 ])"
31,Bad Sauerbrunn <10611>,GRBEZAKT-106,"array([-2.53020369,  2.36342278])"
32,Frauenkirchen <10705>,GRBEZAKT-107,"array([-2.52032963,  2.35458496])"
33,Kittsee <10711>,GRBEZAKT-107,"array([-2.51680709,  2.35342855])"
34,Neusiedl am See <10713>,GRBEZAKT-107,"array([-2.52097813,  2.36749961])"
35,Nickelsdorf <10714>,GRBEZAKT-107,"array([-2.51846361,  2.35316166])"
36,Sankt Andrä am Zicksee <10719>,GRBEZAKT-107,"array([-2.52010461,  2.34306235])"
37,Weiden am See <10722>,GRBEZAKT-107,"array([-2.50916428,  2.36170088])"
38,Zurndorf <10724>,GRBEZAKT-107,"array([-2.53089977,  2.36735918])"
39,Deutschkreutz <10801>,GRBEZAKT-108,"array([-2.52790141,  2.352137  ])"
40,Frankenau-Unterpullendorf <10803>,GRBEZAKT-108,"array([-2.52853732,  2.34727288])"
41,Kobersdorf <10807>,GRBEZAKT-108,"array([-2.53459521,  2.3523122 ])"
42,Markt Sankt Martin <10812>,GRBEZAKT-108,"array([-2.52801281,  2.3445971 ])"
43,Nikitsch <10815>,GRBEZAKT-108,"array([-2.52972404,  2.3502112 ])"
44,Oberpullendorf <10816>,GRBEZAKT-108,"array([-2.53331377,  2.35926212])"
45,Ritzing <10820>,GRBEZAKT-108,"array([-2.52607275,  2.33897855])"
46,Steinberg-Dörfl <10821>,GRBEZAKT-108,"array([-2.53205454,  2.34515   ])"
47,Oberloisdorf <10828>,GRBEZAKT-108,"array([-2.54302963,  2.33856117])"
48,Markt Neuhodis <10913>,GRBEZAKT-109,"array([-2.55152182,  2.35083683])"
49,Oberwart <10917>,GRBEZAKT-109,"array([-2.53264118,  2.36974481])"
50,Rechnitz <10919>,GRBEZAKT-109,"array([-2.53595177,  2.36571026])"
51,Schachendorf <10922>,GRBEZAKT-109,"array([-2.54793535,  2.35550856])"
52,Stadtschlaining <10923>,GRBEZAKT-109,"array([-2.53610315,  2.36934709])"
53,Klagenfurt am Wörthersee <20101>,GRBEZAKT-201,"array([-2.51979979,  2.39102192])"
54,Heiligenblut am Großglockner <20610>,GRBEZAKT-206,"array([-2.53666254,  2.42475827])"
55,Krems an der Donau <30101>,GRBEZAKT-301,"array([-2.50376076,  2.36691906])"
56,Wiener Neustadt <30401>,GRBEZAKT-304,"array([-2.52026191,  2.36972658])"
57,Baden <30604>,GRBEZAKT-306,"array([-2.51691314,  2.37341326])"
58,Ebreichsdorf <30607>,GRBEZAKT-306,"array([-2.51794423,  2.36828564])"
59,Pottendorf <30626>,GRBEZAKT-306,"array([-2.52305101,  2.37069046])"
60,Trumau <30641>,GRBEZAKT-306,"array([-2.50860248,  2.36527379])"
61,Au am Leithaberge <30701>,GRBEZAKT-307,"array([-2.52796368,  2.33396307])"
62,Bruck an der Leitha <30704>,GRBEZAKT-307,"array([-2.5185486 ,  2.36560171])"
63,Mannersdorf am Leithagebirge <30716>,GRBEZAKT-307,"array([-2.51859182,  2.36346708])"
64,Altenburg <31101>,GRBEZAKT-311,"array([-2.50126911,  2.32994761])"
65,Enzersfeld im Weinviertel <31202>,GRBEZAKT-312,"array([-2.52758157,  2.36215907])"
66,Kaltenleutgeben <31713>,GRBEZAKT-317,"array([-2.50831121,  2.36914291])"
67,Mödling <31717>,GRBEZAKT-317,"array([-2.51335282,  2.37315461])"
68,Perchtoldsdorf <31719>,GRBEZAKT-317,"array([-2.51601133,  2.37763297])"
69,Raach am Hochgebirge <31827>,GRBEZAKT-318,"array([-2.54706736,  2.33162945])"
70,Mauerbach <31950>,GRBEZAKT-319,"array([-2.51638999,  2.3802031 ])"
71,Tulln an der Donau <32135>,GRBEZAKT-321,"array([-2.50702812,  2.36820404])"
72,Ebenfurth <32304>,GRBEZAKT-323,"array([-2.51954178,  2.3638975 ])"
73,Katzelsdorf <32313>,GRBEZAKT-323,"array([-2.53053497,  2.36133219])"
74,Kirchschlag in der Buckligen Welt <32314>,GRBEZAKT-323,"array([-2.52769031,  2.35374326])"
75,Sollenau <32327>,GRBEZAKT-323,"array([-2.52234997,  2.36788343])"
76,Linz <40101>,GRBEZAKT-401,"array([-2.4953991 ,  2.38574646])"
77,Ansfelden <41002>,GRBEZAKT-410,"array([-2.49580121,  2.38327367])"
78,Neuhofen an der Krems <41014>,GRBEZAKT-410,"array([-2.49479967,  2.38180384])"
79,Salzburg <50101>,GRBEZAKT-501,"array([-2.50625688,  2.39289447])"
80,Grödig <50314>,GRBEZAKT-503,"array([-2.50966413,  2.39711314])"
81,Straßwalchen <50335>,GRBEZAKT-503,"array([-2.49901328,  2.3994415 ])"
82,Tweng <50512>,GRBEZAKT-505,"array([-2.52666167,  2.41959136])"
83,Raaba-Grambach <60667>,GRBEZAKT-606,"array([-2.54080304,  2.38240901])"
84,Leoben <61108>,GRBEZAKT-611,"array([-2.51904514,  2.38457449])"
85,Liezen <61259>,GRBEZAKT-612,"array([-2.51488222,  2.38663548])"
86,Sankt Anton am Arlberg <70621>,GRBEZAKT-706,"array([-2.51682146,  2.41770546])"
87,Sulz <80420>,GRBEZAKT-804,"array([-2.53247475,  2.41486845])"
88,"Wien 2.,Leopoldstadt <90201>",GRBEZAKT-900,"array([-2.51198243,  2.37706745])"
89,"Wien 3.,Landstraße <90301>",GRBEZAKT-900,"array([-2.51413662,  2.3767404 ])"
90,"Wien 4.,Wieden <90401>",GRBEZAKT-900,"array([-2.51360606,  2.37987609])"
91,"Wien 5.,Margareten <90501>",GRBEZAKT-900,"array([-2.51344576,  2.37799996])"
92,"Wien 6.,Mariahilf <90601>",GRBEZAKT-900,"array([-2.51183941,  2.37961574])"
93,"Wien 7.,Neubau <90701>",GRBEZAKT-900,"array([-2.51083412,  2.38040528])"
94,"Wien 8.,Josefstadt <90801>",GRBEZAKT-900,"array([-2.50911241,  2.38019152])"
95,"Wien 9.,Alsergrund <90901>",GRBEZAKT-900,"array([-2.51065996,  2.37919565])"
96,"Wien 10.,Favoriten <91001>",GRBEZAKT-900,"array([-2.5148264 ,  2.37451166])"
97,"Wien 11.,Simmering <91101>",GRBEZAKT-900,"array([-2.51526662,  2.37358897])"
98,"Wien 12.,Meidling <91201>",GRBEZAKT-900,"array([-2.5142133 ,  2.37561174])"
99,"Wien 13.,Hietzing <91301>",GRBEZAKT-900,"array([-2.51063015,  2.37578725])"
100,"Wien 14.,Penzing <91401>",GRBEZAKT-900,"array([-2.51254847,  2.37487047])"
101,"Wien 15.,Rudolfsheim-Fünfhaus <91501>",GRBEZAKT-900,"array([-2.51227718,  2.3778357 ])"
102,"Wien 16.,Ottakring <91601>",GRBEZAKT-900,"array([-2.51247093,  2.37651585])"
103,"Wien 17.,Hernals <91701>",GRBEZAKT-900,"array([-2.51019521,  2.37722984])"
104,"Wien 18.,Währing <91801>",GRBEZAKT-900,"array([-2.50905011,  2.37841616])"
105,"Wien 19.,Döbling <91901>",GRBEZAKT-900,"array([-2.5120462 ,  2.37620487])"
106,"Wien 20.,Brigittenau <92001>",GRBEZAKT-900,"array([-2.5116949 ,  2.37434922])"
107,"Wien 21.,Floridsdorf <92101>",GRBEZAKT-900,"array([-2.51342749,  2.37102149])"
108,"Wien 22.,Donaustadt <92201>",GRBEZAKT-900,"array([-2.51455044,  2.37090271])"
109,"Wien 23.,Liesing <92301>",GRBEZAKT-900,"array([-2.5153776 ,  2.37216651])"
110,Gols <10707>,GRBEZAKT-107,"array([-2.52302455,  2.36955907])"
111,Weppersdorf <10823>,GRBEZAKT-108,"array([-2.5322232 ,  2.34736791])"
112,Wiener Neudorf <31725>,GRBEZAKT-317,"array([-2.51837099,  2.3738121 ])"
113,Klosterneuburg <32144>,GRBEZAKT-321,"array([-2.50965461,  2.37371875])"
114,Lengau <40418>,GRBEZAKT-404,"array([-2.4939464 ,  2.39970965])"
115,"Wien 1.,Innere Stadt <90101>",GRBEZAKT-900,"array([-2.51486411,  2.37960175])"
116,Ollersdorf im Burgenland <10412>,GRBEZAKT-104,"array([-2.5555302 ,  2.36259873])"
117,Jois <10710>,GRBEZAKT-107,"array([-2.52573449,  2.35219609])"
118,Parndorf <10717>,GRBEZAKT-107,"array([-2.51739118,  2.36476336])"
119,Winden am See <10723>,GRBEZAKT-107,"array([-2.53849495,  2.36115091])"
120,Sankt Georgen am Ybbsfelde <30527>,GRBEZAKT-305,"array([-2.48113173,  2.3687904 ])"
121,Götzendorf an der Leitha <30709>,GRBEZAKT-307,"array([-2.51555311,  2.35464754])"
122,Schwadorf <30739>,GRBEZAKT-307,"array([-2.51835223,  2.36002212])"
123,Wienerwald <31726>,GRBEZAKT-317,"array([-2.50424096,  2.37148477])"
124,Brixen im Thale <70402>,GRBEZAKT-704,"array([-2.52147726,  2.41549331])"
125,Bruckneudorf <10703>,GRBEZAKT-107,"array([-2.51993182,  2.35999402])"
126,Großpetersdorf <10905>,GRBEZAKT-109,"array([-2.53471312,  2.36668474])"
127,Sankt Pölten <30201>,GRBEZAKT-302,"array([-2.50400187,  2.36960655])"
128,Altenmarkt an der Triesting <30602>,GRBEZAKT-306,"array([-2.50958025,  2.36794254])"
129,Gmünd <30908>,GRBEZAKT-309,"array([-2.49908653,  2.36298746])"
130,Eggendorf <32305>,GRBEZAKT-323,"array([-2.51952803,  2.36808795])"
131,Grünbach am Schneeberg <31813>,GRBEZAKT-318,"array([-2.5231276 ,  2.36030747])"
132,Graz <60101>,GRBEZAKT-601,"array([-2.52104343,  2.38742321])"
133,Leithaprodersdorf <10306>,GRBEZAKT-103,"array([-2.53612586,  2.34188634])"
134,Loretto <10320>,GRBEZAKT-103,"array([-2.54568725,  2.34227197])"
135,Schattendorf <10612>,GRBEZAKT-106,"array([-2.54086052,  2.35623112])"
136,Wiesen <10615>,GRBEZAKT-106,"array([-2.5342006 ,  2.36146168])"
137,Kaisersdorf <10806>,GRBEZAKT-108,"array([-2.54264495,  2.34239381])"
138,Villach <20201>,GRBEZAKT-202,"array([-2.51970818,  2.39293118])"
139,Schönau an der Triesting <30631>,GRBEZAKT-306,"array([-2.52741153,  2.37506023])"
140,Seibersdorf <30633>,GRBEZAKT-306,"array([-2.53765583,  2.36282045])"
141,Traiskirchen <30639>,GRBEZAKT-306,"array([-2.5164896 ,  2.37652622])"
142,Schwechat <30740>,GRBEZAKT-307,"array([-2.51657865,  2.37120818])"
143,Leopoldsdorf im Marchfelde <30831>,GRBEZAKT-308,"array([-2.5238357 ,  2.36340627])"
144,Amaliendorf-Aalfang <30902>,GRBEZAKT-309,"array([-2.49647646,  2.33520297])"
145,Brunn am Gebirge <31704>,GRBEZAKT-317,"array([-2.51735609,  2.3749727 ])"
146,Vösendorf <31723>,GRBEZAKT-317,"array([-2.5185509 ,  2.37580899])"
147,Bad Leonfelden <41603>,GRBEZAKT-416,"array([-2.47745442,  2.37875787])"
148,Innsbruck <70101>,GRBEZAKT-701,"array([-2.51338048,  2.40470657])"
149,Baumgarten <10617>,GRBEZAKT-106,"array([-2.54518063,  2.34775004])"
150,Bad Vöslau <30603>,GRBEZAKT-306,"array([-2.51246757,  2.37238163])"
151,Hirm <10603>,GRBEZAKT-106,"array([-2.5302148 ,  2.34366322])"
152,Mitterndorf an der Fischa <30621>,GRBEZAKT-306,"array([-2.52091016,  2.3625154 ])"
153,Reisenberg <30629>,GRBEZAKT-306,"array([-2.51945719,  2.35866719])"
154,Leobendorf <31216>,GRBEZAKT-312,"array([-2.51872588,  2.37066385])"
155,Inzersdorf-Getzersdorf <31913>,GRBEZAKT-319,"array([-2.494317,  2.369245])"
156,Pressbaum <31951>,GRBEZAKT-319,"array([-2.50398189,  2.37442292])"
157,Sieggraben <10613>,GRBEZAKT-106,"array([-2.54042496,  2.3540051 ])"
158,Illmitz <10709>,GRBEZAKT-107,"array([-2.51810068,  2.3483273 ])"
159,Oberwaltersdorf <30623>,GRBEZAKT-306,"array([-2.52133197,  2.37161136])"
160,Purgstall an der Erlauf <32008>,GRBEZAKT-320,"array([-2.49363065,  2.36261583])"
161,Schwarzenbach <32326>,GRBEZAKT-323,"array([-2.53870566,  2.33587651])"
162,Achau <31701>,GRBEZAKT-317,"array([-2.50638363,  2.36054092])"
163,Maria Enzersdorf <31716>,GRBEZAKT-317,"array([-2.51754591,  2.37747665])"
164,Riedau <41416>,GRBEZAKT-414,"array([-2.47586732,  2.40114457])"
165,Pöttsching <10609>,GRBEZAKT-106,"array([-2.52750017,  2.35822211])"
166,Deutsch Jahrndorf <10704>,GRBEZAKT-107,"array([-2.52196431,  2.33235975])"
167,Velden am Wörther See <20725>,GRBEZAKT-207,"array([-2.52023719,  2.39014317])"
168,Weißenstein <20726>,GRBEZAKT-207,"array([-2.52481795,  2.40226481])"
169,Enzesfeld-Lindabrunn <30608>,GRBEZAKT-306,"array([-2.52289007,  2.37627458])"
170,Kottingbrunn <30618>,GRBEZAKT-306,"array([-2.52056269,  2.37555212])"
171,Blumau-Neurißhof <30646>,GRBEZAKT-306,"array([-2.5153352 ,  2.36138803])"
172,Groß-Enzersdorf <30821>,GRBEZAKT-308,"array([-2.51488777,  2.36369446])"
173,Poysdorf <31644>,GRBEZAKT-316,"array([-2.51417973,  2.35759344])"
174,Bad Erlach <32306>,GRBEZAKT-323,"array([-2.51846114,  2.35731179])"
175,Felixdorf <32307>,GRBEZAKT-323,"array([-2.52457391,  2.37081278])"
176,Lanzenkirchen <32316>,GRBEZAKT-323,"array([-2.52159042,  2.36073026])"
177,Zillingdorf <32338>,GRBEZAKT-323,"array([-2.51931073,  2.35638544])"
178,Ilz <62271>,GRBEZAKT-622,"array([-2.542544  ,  2.37566898])"
179,Zell am Ziller <70940>,GRBEZAKT-709,"array([-2.49955845,  2.43100156])"
180,Lichtenwörth <32318>,GRBEZAKT-323,"array([-2.52349906,  2.35421368])"
181,Zemendorf-Stöttera <10618>,GRBEZAKT-106,"array([-2.53820148,  2.34326384])"
182,Neutal <10814>,GRBEZAKT-108,"array([-2.5334491 ,  2.34070948])"
183,Gattendorf <10706>,GRBEZAKT-107,"array([-2.53910779,  2.3483254 ])"
184,Lurnfeld <20643>,GRBEZAKT-206,"array([-2.53158869,  2.40700595])"
185,Leopoldsdorf <30735>,GRBEZAKT-307,"array([-2.5197974 ,  2.37710447])"
186,Hitzendorf <60665>,GRBEZAKT-606,"array([-2.53860549,  2.38244237])"
187,Feldbach <62379>,GRBEZAKT-623,"array([-2.53361019,  2.38214115])"
188,Dornbirn <80301>,GRBEZAKT-803,"array([-2.52467083,  2.39833462])"
189,Andau <10701>,GRBEZAKT-107,"array([-2.52085969,  2.34477993])"
190,Baldramsdorf <20602>,GRBEZAKT-206,"array([-2.53554211,  2.41086147])"
191,Pottenstein <30627>,GRBEZAKT-306,"array([-2.51331728,  2.36647041])"
192,Warth <31843>,GRBEZAKT-318,"array([-2.52580704,  2.34524308])"
193,Göriach <50501>,GRBEZAKT-505,"array([-2.55637548,  2.43606787])"
194,Ternitz <31839>,GRBEZAKT-318,"array([-2.52223139,  2.3644949 ])"
195,Antau <10616>,GRBEZAKT-106,"array([-2.53530542,  2.33790104])"
196,Krensdorf <10619>,GRBEZAKT-106,"array([-2.53740034,  2.33277477])"
197,Fischamend <30730>,GRBEZAKT-307,"array([-2.52013899,  2.371699  ])"
198,Wimpassing im Schwarzatale <31846>,GRBEZAKT-318,"array([-2.53131228,  2.3598892 ])"
199,Winzendorf-Muthmannsdorf <32336>,GRBEZAKT-323,"array([-2.52258431,  2.35796921])"
200,Ried im Zillertal <70923>,GRBEZAKT-709,"array([-2.50904155,  2.43578794])"
201,Piringsdorf <10818>,GRBEZAKT-108,"array([-2.53223629,  2.33243327])"
202,Stoob <10822>,GRBEZAKT-108,"array([-2.53518078,  2.34761083])"
203,Spillern <31227>,GRBEZAKT-312,"array([-2.51135963,  2.35736528])"
204,Purkersdorf <31952>,GRBEZAKT-319,"array([-2.507524 ,  2.3770131])"
205,Wöllersdorf-Steinabrückl <32337>,GRBEZAKT-323,"array([-2.52490042,  2.36732153])"
206,Bramberg am Wildkogel <50601>,GRBEZAKT-506,"array([-2.50179009,  2.41384676])"
207,Seefeld in Tirol <70351>,GRBEZAKT-703,"array([-2.51627867,  2.40684017])"
208,Neudorf <10725>,GRBEZAKT-107,"array([-2.53974559,  2.34509653])"
209,Unterfrauenhaid <10825>,GRBEZAKT-108,"array([-2.54093403,  2.34977943])"
210,Deutsch Schützen-Eisenberg <10903>,GRBEZAKT-109,"array([-2.54972318,  2.36400638])"
211,Amstetten <30502>,GRBEZAKT-305,"array([-2.49749627,  2.37371439])"
212,Hainburg a.d.Donau <30710>,GRBEZAKT-307,"array([-2.51729802,  2.36215562])"
213,Sommerein <30724>,GRBEZAKT-307,"array([-2.53233904,  2.36491286])"
214,Lanzendorf <30734>,GRBEZAKT-307,"array([-2.52938627,  2.37163663])"
215,Ybbs an der Donau <31549>,GRBEZAKT-315,"array([-2.49498814,  2.36804636])"
216,Steyregg <41624>,GRBEZAKT-416,"array([-2.48915929,  2.38261365])"
217,Pinkafeld <10918>,GRBEZAKT-109,"array([-2.53200141,  2.37121433])"
218,Günselsdorf <30612>,GRBEZAKT-306,"array([-2.52646336,  2.37372163])"
219,Sooß <30635>,GRBEZAKT-306,"array([-2.52958907,  2.36443956])"
220,Teesdorf <30637>,GRBEZAKT-306,"array([-2.51899604,  2.36169473])"
221,Laxenburg <31715>,GRBEZAKT-317,"array([-2.51296615,  2.36896649])"
222,Pernitz <32323>,GRBEZAKT-323,"array([-2.52885739,  2.36008494])"
223,Theresienfeld <32330>,GRBEZAKT-323,"array([-2.52611415,  2.37004816])"
224,Lockenhaus <10809>,GRBEZAKT-108,"array([-2.53773946,  2.35550103])"
225,Jabing <10930>,GRBEZAKT-109,"array([-2.55563127,  2.35185687])"
226,Leobersdorf <30620>,GRBEZAKT-306,"array([-2.51492514,  2.36973673])"
227,Staatz <31649>,GRBEZAKT-316,"array([-2.51545504,  2.35118201])"
228,Puchberg am Schneeberg <31826>,GRBEZAKT-318,"array([-2.52484024,  2.36500021])"
229,Bad Fischau-Brunn <32301>,GRBEZAKT-323,"array([-2.51670993,  2.36584513])"
230,Wels <40301>,GRBEZAKT-403,"array([-2.49596646,  2.38795287])"
231,Sankt Marienkirchen an der Polsenz <40510>,GRBEZAKT-405,"array([-2.47093758,  2.3901067 ])"
232,Kindberg <62141>,GRBEZAKT-621,"array([-2.52768316,  2.37929596])"
233,Jenbach <70917>,GRBEZAKT-709,"array([-2.50930308,  2.41129307])"
234,Stotzing <10321>,GRBEZAKT-103,"array([-2.5393804 ,  2.33892531])"
235,Hof am Leithaberge <30713>,GRBEZAKT-307,"array([-2.52134635,  2.34625957])"
236,Hardegg <31016>,GRBEZAKT-310,"array([-2.5215754 ,  2.34263801])"
237,Sitzendorf an der Schmida <31043>,GRBEZAKT-310,"array([-2.51116482,  2.35390925])"
238,Enzenreith <31808>,GRBEZAKT-318,"array([-2.5362553 ,  2.35711827])"
239,Fernitz-Mellach <60662>,GRBEZAKT-606,"array([-2.54027747,  2.38361519])"
240,Bernstein <10902>,GRBEZAKT-109,"array([-2.53417723,  2.36904214])"
241,Bocksdorf <10401>,GRBEZAKT-104,"array([-2.55216465,  2.36042021])"
242,Burgauberg-Neudauberg <10402>,GRBEZAKT-104,"array([-2.55099892,  2.36899596])"
243,Güssing <10405>,GRBEZAKT-104,"array([-2.53536225,  2.37283778])"
244,Stegersbach <10414>,GRBEZAKT-104,"array([-2.53771987,  2.37123142])"
245,Rauchwart <10427>,GRBEZAKT-104,"array([-2.56250194,  2.36389051])"
246,Deutsch Kaltenbrunn <10501>,GRBEZAKT-105,"array([-2.54640185,  2.37109729])"
247,Mischendorf <10914>,GRBEZAKT-109,"array([-2.54340249,  2.3578954 ])"
248,Fürstenfeld <62267>,GRBEZAKT-622,"array([-2.53484036,  2.37656417])"
249,Olbendorf <10411>,GRBEZAKT-104,"array([-2.54459503,  2.36044768])"
250,Hackerberg <10418>,GRBEZAKT-104,"array([-2.5654332 ,  2.36044722])"
251,Jennersdorf <10504>,GRBEZAKT-105,"array([-2.53836536,  2.37452053])"
252,Bad Tatzmannsdorf <10901>,GRBEZAKT-109,"array([-2.53791353,  2.36551884])"
253,Sinabelkirchen <61748>,GRBEZAKT-617,"array([-2.54862526,  2.37658397])"
254,Kapfenberg <62140>,GRBEZAKT-621,"array([-2.52298208,  2.38247142])"
255,Burgau <62206>,GRBEZAKT-622,"array([-2.55278878,  2.3766886 ])"
256,Hartberg <62219>,GRBEZAKT-622,"array([-2.53386884,  2.37437546])"
257,Pinggau <62233>,GRBEZAKT-622,"array([-2.53628027,  2.36720657])"
258,Bad Waltersdorf <62264>,GRBEZAKT-622,"array([-2.5383195 ,  2.37608481])"
259,Kaindorf <62272>,GRBEZAKT-622,"array([-2.54040499,  2.37434721])"
260,Neudau <62274>,GRBEZAKT-622,"array([-2.54202302,  2.37281339])"
261,Eberau <10403>,GRBEZAKT-104,"array([-2.54575187,  2.36411793])"
262,Neuberg im Burgenland <10409>,GRBEZAKT-104,"array([-2.55347595,  2.35462872])"
263,Rudersdorf <10508>,GRBEZAKT-105,"array([-2.54443833,  2.36801353])"
264,Weissenbach an der Triesting <30645>,GRBEZAKT-306,"array([-2.50300649,  2.37273297])"
265,Hafnerbach <31910>,GRBEZAKT-319,"array([-2.49452791,  2.34589591])"
266,Zwettl-Niederösterreich <32530>,GRBEZAKT-325,"array([-2.49984263,  2.3615482 ])"
267,Ilztal <61762>,GRBEZAKT-617,"array([-2.55414627,  2.38291873])"
268,Gerersdorf-Sulz <10404>,GRBEZAKT-104,"array([-2.55216146,  2.36674536])"
269,Sankt Michael im Burgenland <10413>,GRBEZAKT-104,"array([-2.54774189,  2.36051132])"
270,Strem <10416>,GRBEZAKT-104,"array([-2.54393269,  2.36315679])"
271,Kleinmürbisch <10422>,GRBEZAKT-104,"array([-2.57159169,  2.3544662 ])"
272,Heiligenkreuz im Lafnitztal <10503>,GRBEZAKT-105,"array([-2.52703124,  2.36373708])"
273,Vorau <62278>,GRBEZAKT-622,"array([-2.53949199,  2.37286439])"
274,Bregenz <80207>,GRBEZAKT-802,"array([-2.5234818 ,  2.39837931])"
275,Heiligenbrunn <10407>,GRBEZAKT-104,"array([-2.54916896,  2.36130079])"
276,Neustift bei Güssing <10410>,GRBEZAKT-104,"array([-2.55691919,  2.3579595 ])"
277,Tobaj <10417>,GRBEZAKT-104,"array([-2.53388086,  2.37116659])"
278,Inzenhof <10421>,GRBEZAKT-104,"array([-2.56118711,  2.36136683])"
279,Moschendorf <10428>,GRBEZAKT-104,"array([-2.56200123,  2.35089702])"
280,Eltendorf <10502>,GRBEZAKT-105,"array([-2.54566782,  2.36645267])"
281,Mogersdorf <10506>,GRBEZAKT-105,"array([-2.54916621,  2.36956907])"
282,Königsdorf <10511>,GRBEZAKT-105,"array([-2.56080043,  2.36731813])"
283,Kohfidisch <10908>,GRBEZAKT-109,"array([-2.54103008,  2.36213208])"
284,Scheiblingkirchen-Thernberg <31832>,GRBEZAKT-318,"array([-2.52488883,  2.3493266 ])"
285,Seebenstein <31837>,GRBEZAKT-318,"array([-2.52454308,  2.35166572])"
286,Micheldorf in Oberösterreich <40908>,GRBEZAKT-409,"array([-2.49353553,  2.38602925])"
287,Fuschl am See <50312>,GRBEZAKT-503,"array([-2.50473451,  2.38966803])"
288,Stainz <60350>,GRBEZAKT-603,"array([-2.53594267,  2.38804416])"
289,Gratkorn <60613>,GRBEZAKT-606,"array([-2.53410398,  2.38883852])"
290,Kalsdorf bei Graz <60624>,GRBEZAKT-606,"array([-2.5326782,  2.3888369])"
291,Irdning-Donnersbachtal <61257>,GRBEZAKT-612,"array([-2.51501266,  2.38982746])"
292,Weiz <61766>,GRBEZAKT-617,"array([-2.53914345,  2.38076866])"
293,Greinbach <62214>,GRBEZAKT-622,"array([-2.54311795,  2.36963246])"
294,Sankt Johann in der Haide <62244>,GRBEZAKT-622,"array([-2.54477693,  2.36950681])"
295,Söchau <62252>,GRBEZAKT-622,"array([-2.55401989,  2.37460308])"
296,Bad Gleichenberg <62375>,GRBEZAKT-623,"array([-2.5353576 ,  2.38333884])"
297,Bludenz <80103>,GRBEZAKT-801,"array([-2.52663755,  2.40281102])"
298,Güttenbach <10406>,GRBEZAKT-104,"array([-2.54788178,  2.35073882])"
299,Stinatz <10415>,GRBEZAKT-104,"array([-2.53624083,  2.37087327])"
300,Oberschützen <10916>,GRBEZAKT-109,"array([-2.53191406,  2.37347491])"
301,Schandorf <10932>,GRBEZAKT-109,"array([-2.55514821,  2.3474707 ])"
302,Prinzersdorf <31932>,GRBEZAKT-319,"array([-2.50220927,  2.35621496])"
303,Wildschönau <70530>,GRBEZAKT-705,"array([-2.50291008,  2.41767492])"
304,Sankt Martin an der Raab <10509>,GRBEZAKT-105,"array([-2.54761063,  2.36718006])"
305,Weinburg <31945>,GRBEZAKT-319,"array([-2.48104717,  2.34791199])"
